Top_up_Credit_Card_ID,Amount,Credit_Card_Number,Wallet_ID,Top_Up_Date
CT00001195,26446.19,6736-4211-0562-9425,W000001195,2021-05-10
CT00001196,3240.89,4227-9986-7533-7179,W000001196,2020-12-07
CT00001197,21221.79,9568-0405-1099-1650,W000001197,2019-01-04
CT00001198,17876.17,3850-4822-7557-7952,W000001198,2019-11-13
CT00001199,20674.32,4184-0522-2013-4362,W000001199,2021-06-11
CT00001200,30005.28,9895-5792-7632-6784,W000001200,2021-01-18
CT00001201,25966.33,7668-9983-4033-3069,W000001201,2020-04-30
CT00001202,23615.36,6139-4232-2143-9009,W000001202,2020-01-11
CT00001203,4355.94,3921-6885-0409-2482,W000001203,2019-06-13
CT00001204,30974.78,1149-6484-3008-0408,W000001204,2021-04-22
CT00001205,24288.14,2476-3082-3193-3502,W000001205,2019-09-12
CT00001206,4567.02,9777-6237-6326-5502,W000001206,2020-10-03
CT00001207,34909.5,2915-9848-4577-4586,W000001207,2021-09-02
CT00001208,29576.51,7334-2655-0570-0932,W000001208,2021-04-06
CT00001209,11102.61,3665-0869-8186-5109,W000001209,2020-05-28
CT00001210,16014.26,3253-1129-8191-0114,W000001210,2020-10-14
CT00001211,13121.54,1297-1355-4421-3283,W000001211,2021-08-11
CT00001212,1467.19,4906-9029-8093-4276,W000001212,2019-09-07
CT00001213,23124.28,6827-5119-6040-8215,W000001213,2021-11-27
CT00001214,2076.68,1204-6017-4612-7695,W000001214,2019-05-18
CT00001215,12689.63,0548-4414-8385-8872,W000001215,2019-03-13
CT00001216,13883.94,7318-2720-2164-9872,W000001216,2021-08-21
CT00001217,20568.95,9534-6382-6550-0772,W000001217,2019-04-14
CT00001218,14854.57,2192-3937-4485-8137,W000001218,2020-11-01
CT00001219,7823.9,5796-6074-8766-7537,W000001219,2019-06-18
CT00001220,25281.71,5014-7022-8282-0383,W000001220,2020-06-05
CT00001221,21332.42,2731-0259-0435-0081,W000001221,2019-08-28
CT00001222,1994.74,2058-3298-9283-6656,W000001222,2019-10-26
CT00001223,28871.63,0185-9990-5139-7209,W000001223,2020-10-27
CT00001224,4809.36,5662-3895-6387-8405,W000001224,2020-03-04
CT00001225,27462.6,5976-1696-8162-4536,W000001225,2021-12-24
CT00001226,3776.62,8823-6246-0438-6118,W000001226,2021-07-26
CT00001227,777.93,0632-5727-1820-1748,W000001227,2020-04-25
CT00001228,30311.98,7323-1008-4365-6207,W000001228,2021-10-25
CT00001229,7678.39,2731-0259-0435-0081,W000001229,2019-09-29
CT00001230,26848.73,1727-2325-7628-5486,W000001230,2020-10-11
CT00001231,16927.29,1727-2325-7628-5486,W000001231,2019-12-21
CT00001232,19187.44,2936-7718-3490-7392,W000001232,2019-01-11
CT00001233,1886.29,0678-7520-9543-0915,W000001233,2019-04-17
CT00001234,17720.72,2225-1837-1330-0988,W000001234,2020-03-30
CT00001235,33592.32,2868-2780-3860-4134,W000001235,2020-08-03
CT00001236,18401.54,8231-9386-7190-1497,W000001236,2019-12-15
CT00001237,28611.26,3669-3522-2734-1029,W000001237,2020-04-01
CT00001238,14440.85,2093-7958-7194-3259,W000001238,2020-03-20
CT00001239,1603.47,8561-9471-9507-2993,W000001239,2021-05-23
CT00001240,17690.09,2527-2146-2060-7032,W000001240,2020-12-31
CT00001241,26538.94,7070-4635-6385-4569,W000001241,2020-01-06
CT00001242,33931.16,2678-2291-5012-1976,W000001242,2020-08-18
CT00001243,3244.21,8664-1541-0956-2889,W000001243,2021-03-21
CT00001244,11779.3,3864-5452-4578-3764,W000001244,2019-11-01
CT00001245,11924.18,7151-2836-5751-8900,W000001245,2019-07-21
CT00001246,29851.6,0074-1115-1264-4425,W000001246,2021-01-02
CT00001247,30701.15,3708-5586-0395-6624,W000001247,2020-07-06
CT00001248,14369.46,6877-5272-6356-9064,W000001248,2020-08-24
CT00001249,19269.28,9056-2060-2645-3878,W000001249,2021-10-19
CT00001250,17447.16,0696-2550-5310-3976,W000001250,2020-05-27
CT00001251,28207.22,5180-5912-3469-5173,W000001251,2019-09-13
CT00001252,28339.26,4066-9047-7244-5657,W000001252,2021-06-27
CT00001253,8334.07,6532-1574-2940-0746,W000001253,2021-06-24
CT00001254,30547.84,8062-0814-4827-6576,W000001254,2019-05-24
CT00001255,21799.44,4782-3613-7741-2263,W000001255,2020-10-13
CT00001256,19680.03,3558-1868-2112-4273,W000001256,2019-10-15
CT00001257,15707.13,2053-4349-6891-7183,W000001257,2021-08-06
CT00001258,34856.66,3193-1282-8321-0170,W000001258,2020-06-13
CT00001259,28098.49,2487-2366-9143-6681,W000001259,2019-07-18
CT00001260,21649.78,2428-0784-8872-5410,W000001260,2019-08-16
CT00001261,20722.58,3167-4856-8463-2482,W000001261,2021-04-13
CT00001262,18513.01,8693-4350-0938-2049,W000001262,2020-08-18
CT00001263,9413.74,1324-5202-3525-4889,W000001263,2019-11-04
CT00001264,6954.16,2482-1686-3760-2309,W000001264,2021-04-21
CT00001265,34656.25,7353-5805-7369-2601,W000001265,2019-01-26
CT00001266,28286.93,5386-2381-8886-0752,W000001266,2019-06-10
CT00001267,19551.54,7179-4043-1380-9496,W000001267,2019-11-25
CT00001268,33200.25,5059-5353-8097-4483,W000001268,2020-12-03
CT00001269,18439.23,5264-9806-8906-9810,W000001269,2019-08-17
CT00001270,8246.27,3291-1669-3612-4581,W000001270,2021-12-14
CT00001271,1420.93,8490-7445-2192-6880,W000001271,2021-04-09
CT00001272,28178.19,0715-0564-2460-9565,W000001272,2021-05-01
CT00001273,23218.92,7691-8276-4573-2845,W000001273,2019-03-21
CT00001274,29810.09,7088-4497-9465-1359,W000001274,2020-11-29
CT00001275,5789.8,0852-7391-0823-1862,W000001275,2020-08-27
CT00001276,30025.91,5530-1570-2693-9196,W000001276,2021-09-05
CT00001277,19213.46,0702-8952-4432-4328,W000001277,2021-12-19
CT00001278,22667.64,3806-8782-7498-4612,W000001278,2020-07-10
CT00001279,25856.16,0647-4444-3084-4629,W000001279,2020-06-20
CT00001280,22700.55,3309-5067-1064-8799,W000001280,2019-03-29
CT00001281,22942.39,6019-1514-4209-8487,W000001281,2020-02-20
CT00001282,30887.48,0878-7508-0319-6115,W000001282,2020-10-06
CT00001283,20549.91,2116-2533-8083-5342,W000001283,2021-09-02
CT00001284,29868.18,7550-1419-6418-7978,W000001284,2021-04-16
CT00001285,4047.87,4056-5919-5824-9385,W000001285,2019-03-07
CT00001286,2261.22,0255-0906-9911-4938,W000001286,2021-03-16
CT00001287,21839.89,3055-1182-6705-7232,W000001287,2020-05-19
CT00001288,24445.79,4827-4773-0722-9505,W000001288,2020-02-19
CT00001289,34955.58,5117-9189-9941-3384,W000001289,2019-10-09
CT00001290,17414.71,2581-0976-2693-5960,W000001290,2019-09-20
CT00001291,27080.98,4788-2521-5653-7550,W000001291,2019-09-26
CT00001292,28183.6,6144-3642-0605-8158,W000001292,2020-09-14
CT00001293,33273.46,2281-8337-9512-6924,W000001293,2020-05-12
CT00001294,33912.61,1792-2732-9128-8742,W000001294,2019-01-17
CT00001295,30323.91,9619-4257-5143-4002,W000001295,2020-10-23
CT00001296,28574.56,1867-0341-0811-8796,W000001296,2020-11-26
CT00001297,13136.71,0722-2636-2231-3352,W000001297,2021-04-18
CT00001298,21460.0,2678-2291-5012-1976,W000001298,2020-06-09
CT00001299,22066.7,7596-9657-8229-7364,W000001299,2020-01-12
CT00001300,22799.74,1734-9768-4726-0702,W000001300,2022-03-08
CT00001301,214.63,8229-5364-6609-9221,W000001301,2021-04-22
CT00001302,28655.24,8562-8895-6442-5877,W000001302,2021-01-18
CT00001303,8797.59,3134-4438-3690-7400,W000001303,2021-07-19
CT00001304,13791.04,5685-9474-6813-8483,W000001304,2022-02-15
CT00001305,7328.79,1747-2086-3002-0466,W000001305,2021-12-28
CT00001306,13533.41,7518-2352-3948-0263,W000001306,2019-07-29
CT00001307,20841.1,2524-8505-5902-8227,W000001307,2021-05-19
CT00001308,19274.66,8925-0779-3817-6700,W000001308,2021-01-31
CT00001309,11311.64,9461-7402-3354-3172,W000001309,2021-05-30
CT00001310,31918.68,3314-0100-1429-0077,W000001310,2022-02-21
CT00001311,10720.04,3271-2289-1992-0365,W000001311,2022-02-12
CT00001312,22717.88,6952-1058-3208-4198,W000001312,2020-08-25
CT00001313,1122.52,4374-2255-7355-1115,W000001313,2019-11-13
CT00001314,12922.81,6727-0278-5557-7322,W000001314,2020-08-29
CT00001315,24441.81,7863-8155-7017-1085,W000001315,2021-07-18
CT00001316,26357.76,4068-9168-3812-4629,W000001316,2021-09-15
CT00001317,2073.47,3806-8782-7498-4612,W000001317,2019-11-08
CT00001318,22441.5,4786-8330-6644-2476,W000001318,2019-02-17
CT00001319,30975.34,7318-2720-2164-9872,W000001319,2019-09-16
CT00001320,33952.01,7045-2734-2167-5194,W000001320,2022-01-13
CT00001321,25610.42,2474-9708-5591-8465,W000001321,2019-01-06
CT00001322,28084.13,3834-8050-4161-3574,W000001322,2021-01-04
CT00001323,23570.21,8396-6719-6498-6646,W000001323,2020-04-13
CT00001324,2735.04,1446-9551-4721-3165,W000001324,2022-03-14
CT00001325,21999.83,0506-8752-9207-0637,W000001325,2021-03-22
CT00001326,32195.53,8839-1865-7752-7022,W000001326,2020-09-27
CT00001327,25574.91,2076-9465-2074-0065,W000001327,2019-10-18
CT00001328,7955.99,3222-6590-1188-3597,W000001328,2020-04-17
CT00001329,23072.12,4886-7724-1487-1132,W000001329,2021-08-18
CT00001330,3216.18,4727-9861-6397-8552,W000001330,2022-01-27
CT00001331,5073.99,9108-2668-2551-0428,W000001331,2021-11-28
CT00001332,4373.99,1961-9940-6770-0435,W000001332,2019-09-02
CT00001333,4230.03,7380-0519-7025-4046,W000001333,2019-06-16
CT00001334,25966.74,6020-6198-0414-3532,W000001334,2020-09-30
CT00001335,27152.23,4025-2184-2366-7738,W000001335,2020-12-05
CT00001336,9615.95,0245-4308-4502-5060,W000001336,2020-07-01
CT00001337,20317.1,1289-6940-4222-6055,W000001337,2022-02-10
CT00001338,2493.2,5316-3596-2965-3510,W000001338,2021-10-15
CT00001339,33760.65,7479-6816-4344-5001,W000001339,2020-08-17
CT00001340,2931.69,6640-0300-9904-5205,W000001340,2021-07-06
CT00001341,5943.07,9938-6491-2509-6586,W000001341,2020-07-10
CT00001342,31719.48,6044-0343-4724-4490,W000001342,2020-04-07
CT00001343,10541.25,4883-4485-8254-8783,W000001343,2019-08-14
CT00001344,20315.53,7449-4048-8125-4725,W000001344,2020-07-26
CT00001345,3183.98,4054-7702-1316-7656,W000001345,2021-05-11
CT00001346,18984.73,2497-6941-5901-6439,W000001346,2021-10-08
CT00001347,31103.67,3036-2684-5670-4674,W000001347,2020-12-30
CT00001348,33847.75,3103-1638-3858-3240,W000001348,2019-12-09
CT00001349,8616.83,8937-8586-6955-2248,W000001349,2020-01-04
CT00001350,34297.98,6374-8443-4242-8346,W000001350,2020-08-19
CT00001351,17079.83,1463-1191-6109-5545,W000001351,2019-03-07
CT00001352,12850.58,6620-9581-1584-1065,W000001352,2019-06-04
CT00001353,21084.29,8582-1322-3324-4549,W000001353,2021-01-26
CT00001354,18502.51,4697-4958-5330-7567,W000001354,2019-07-20
CT00001355,27457.0,7282-9865-5737-9523,W000001355,2019-01-22
CT00001356,30398.97,9768-6237-8843-1554,W000001356,2021-04-04
CT00001357,33174.49,8162-1255-2242-4449,W000001357,2020-07-20
CT00001358,21301.01,0398-1323-6477-3964,W000001358,2019-01-20
CT00001359,9407.29,0550-6727-9220-2715,W000001359,2021-12-18
CT00001360,29378.07,0144-7185-2946-0676,W000001360,2019-08-07
CT00001361,34830.59,6236-9626-2471-6711,W000001361,2020-02-27
CT00001362,6002.75,8375-7283-3135-1568,W000001362,2021-12-15
CT00001363,24575.0,2150-5971-5900-2246,W000001363,2020-02-07
CT00001364,17210.78,5436-7559-0554-1737,W000001364,2022-01-02
CT00001365,29009.05,5963-1851-0043-8843,W000001365,2019-06-14
CT00001366,9285.77,7935-5853-3567-5802,W000001366,2020-01-17
CT00001367,20695.52,7596-9657-8229-7364,W000001367,2019-03-19
CT00001368,13312.08,9056-2060-2645-3878,W000001368,2021-12-11
CT00001369,14129.91,1041-0584-3603-2125,W000001369,2020-12-30
CT00001370,19012.57,1384-2160-2395-7824,W000001370,2022-01-15
CT00001371,8848.59,7479-6816-4344-5001,W000001371,2019-06-10
CT00001372,7232.58,1142-0628-8130-3773,W000001372,2022-03-11
CT00001373,571.45,3834-8050-4161-3574,W000001373,2019-05-28
CT00001374,962.57,1807-1847-6942-1533,W000001374,2021-11-26
CT00001375,6932.86,3036-2684-5670-4674,W000001375,2020-09-03
CT00001376,11875.77,8919-4920-8022-7516,W000001376,2020-12-14
CT00001377,23417.61,3713-1328-8514-6976,W000001377,2021-03-09
CT00001378,10186.69,7286-4191-0784-3670,W000001378,2022-02-12
CT00001379,12921.08,8375-7283-3135-1568,W000001379,2021-10-15
CT00001380,34928.26,9975-0963-2330-8965,W000001380,2021-08-26
CT00001381,8540.92,9534-6382-6550-0772,W000001381,2022-01-05
CT00001382,29740.12,0397-1030-1865-8862,W000001382,2020-02-17
CT00001383,22538.11,2311-4665-2460-0865,W000001383,2019-08-15
CT00001384,22246.68,8612-6292-5322-1330,W000001384,2021-04-30
CT00001385,15103.28,8721-6399-2925-7924,W000001385,2021-10-08
CT00001386,28289.67,8642-8158-9819-8602,W000001386,2021-07-14
CT00001387,7859.96,0550-8591-9073-2026,W000001387,2019-10-12
CT00001388,19245.03,9022-0818-3695-7855,W000001388,2021-08-14
CT00001389,26325.6,6850-7660-8034-2833,W000001389,2021-10-01
CT00001390,18865.88,5109-6040-5796-1996,W000001390,2021-12-17
CT00001391,33127.17,4054-7702-1316-7656,W000001391,2020-05-22
CT00001392,432.83,4782-3613-7741-2263,W000001392,2021-04-19
CT00001393,15327.76,3829-7349-7370-5214,W000001393,2020-09-06
CT00001394,5927.26,3623-3385-6898-5602,W000001394,2019-07-17
CT00001395,6171.04,9538-5553-6662-9720,W000001395,2019-11-01
CT00001396,9200.07,3970-1010-6531-0666,W000001396,2022-03-16
CT00001397,23231.54,5578-9384-6218-6972,W000001397,2019-02-20
CT00001398,24555.26,9469-2633-7343-0088,W000001398,2019-02-12
CT00001399,29141.7,1046-2423-6976-8855,W000001399,2019-05-21
CT00001400,20956.5,9872-6624-8157-8973,W000001400,2021-01-26
CT00001401,25995.26,8812-9193-8230-9675,W000001401,2020-01-31
CT00001402,26361.64,8191-4834-0856-9743,W000001402,2019-08-22
CT00001403,9574.42,1095-2886-5106-4111,W000001403,2021-06-25
CT00001404,24624.96,7269-0720-8678-8733,W000001404,2020-05-09
CT00001405,6249.07,1078-8351-7293-6613,W000001405,2019-12-23
CT00001406,20345.34,7018-2163-0719-4710,W000001406,2020-12-15
CT00001407,12466.75,6337-4045-9313-2656,W000001407,2021-08-18
CT00001408,15261.86,1073-4208-6900-2652,W000001408,2021-08-25
CT00001409,13342.61,3451-0069-7381-2770,W000001409,2019-04-17
CT00001410,14680.81,1961-8476-9425-3021,W000001410,2021-10-18
CT00001411,12063.21,5562-6704-7476-2281,W000001411,2019-08-19
CT00001412,25412.31,2220-9556-4430-7962,W000001412,2019-04-17
CT00001413,18310.17,7353-0970-9413-3729,W000001413,2021-05-30
CT00001414,20128.69,9478-4693-3167-9892,W000001414,2020-09-08
CT00001415,25602.25,3267-2648-9058-9943,W000001415,2022-01-26
CT00001416,31950.06,0709-3849-0123-7195,W000001416,2022-01-30
CT00001417,28889.5,4054-7702-1316-7656,W000001417,2021-11-20
CT00001418,14789.54,3652-7904-6204-4419,W000001418,2020-04-19
CT00001419,26848.46,4958-5997-9910-9833,W000001419,2019-02-27
CT00001420,15181.16,6268-9372-8098-6814,W000001420,2019-08-21
CT00001421,1194.67,3784-2585-9859-5964,W000001421,2021-06-07
CT00001422,11276.42,8544-3003-9709-7906,W000001422,2019-09-25
CT00001423,22205.33,8951-1317-0962-0430,W000001423,2020-02-20
CT00001424,34744.3,2204-4697-1245-9397,W000001424,2021-07-12
CT00001425,16719.83,2133-0615-2444-3201,W000001425,2019-09-01
CT00001426,26233.77,6894-9218-1176-4947,W000001426,2021-01-18
CT00001427,17154.59,1122-9067-8573-2807,W000001427,2021-07-18
CT00001428,25554.57,5574-0983-0588-6347,W000001428,2020-12-10
CT00001429,19394.88,2717-3081-9467-4584,W000001429,2019-05-05
CT00001430,15891.69,8274-5448-3319-9574,W000001430,2021-12-30
CT00001431,7929.96,2133-0615-2444-3201,W000001431,2021-05-27
CT00001432,9859.75,8434-4360-4454-9056,W000001432,2019-12-23
CT00001433,31194.17,1487-3137-3761-0598,W000001433,2021-12-28
CT00001434,11291.75,3700-2009-5280-4465,W000001434,2020-09-19
CT00001435,29757.12,8602-7934-6325-4225,W000001435,2021-07-19
CT00001436,21834.73,2279-0382-7487-0268,W000001436,2019-12-29
CT00001437,6278.8,1340-4083-0321-5262,W000001437,2021-04-21
CT00001438,21611.42,7220-2381-5220-3157,W000001438,2019-09-16
CT00001439,17609.31,3919-5550-2019-2819,W000001439,2020-04-28
CT00001440,19753.9,4192-0951-0716-7393,W000001440,2020-02-28
CT00001441,17084.12,7380-0993-8766-8598,W000001441,2019-10-05
CT00001442,13615.44,9044-7088-9552-0248,W000001442,2021-11-11
CT00001443,15611.26,8433-6772-7138-5202,W000001443,2021-04-14
CT00001444,2827.03,1761-1989-1148-1777,W000001444,2021-06-26
CT00001445,30635.29,2340-6111-8924-0018,W000001445,2021-08-31
CT00001446,21189.4,9854-4887-7269-5500,W000001446,2019-10-13
CT00001447,9801.66,4083-3153-1458-2706,W000001447,2020-09-15
CT00001448,19030.59,5727-1300-9855-3965,W000001448,2020-07-29
CT00001449,16524.47,9028-5163-5510-5312,W000001449,2022-02-17
CT00001450,22312.13,6532-1574-2940-0746,W000001450,2021-11-21
CT00001451,16017.16,7705-7767-2814-4922,W000001451,2020-06-18
CT00001452,23065.27,3162-4108-8032-4206,W000001452,2021-09-06
CT00001453,20449.93,0015-2286-8815-8075,W000001453,2019-04-29
CT00001454,24800.26,8084-4425-4236-3615,W000001454,2020-07-04
CT00001455,23550.77,2103-2938-4659-5970,W000001455,2022-02-28
CT00001456,28760.67,4831-4768-6351-6938,W000001456,2019-09-27
CT00001457,20110.84,0924-4500-1987-6218,W000001457,2022-02-28
CT00001458,9911.91,6791-9711-8426-4904,W000001458,2019-05-16
CT00001459,15113.87,6552-2419-6454-2102,W000001459,2020-06-22
CT00001460,18998.32,4259-7689-4415-7410,W000001460,2019-01-13
CT00001461,13107.36,9077-6472-3296-8864,W000001461,2020-04-04
CT00001462,21470.43,5529-2169-0082-1353,W000001462,2020-08-10
CT00001463,8151.19,6181-7735-1986-1546,W000001463,2019-10-08
CT00001464,5730.23,9920-2532-5011-8710,W000001464,2022-01-25
CT00001465,22440.07,1414-8422-2408-1464,W000001465,2020-07-23
CT00001466,17587.93,9955-0780-5072-9844,W000001466,2021-05-25
CT00001467,12352.45,5578-9384-6218-6972,W000001467,2019-11-24
CT00001468,23536.77,1411-9402-6331-4186,W000001468,2021-09-22
CT00001469,24282.2,6225-2365-4964-9126,W000001469,2019-03-10
CT00001470,32359.33,6999-2311-0528-0118,W000001470,2021-07-05
CT00001471,9153.46,8924-5622-5889-6023,W000001471,2019-06-01
CT00001472,19031.43,7082-2447-9037-3694,W000001472,2019-02-25
CT00001473,22623.81,2134-7810-1544-9307,W000001473,2019-10-20
CT00001474,25055.93,9894-0455-4519-1535,W000001474,2022-01-09
CT00001475,31722.87,0501-2356-9794-1045,W000001475,2019-07-18
CT00001476,19539.45,9873-2250-3011-0430,W000001476,2020-10-24
CT00001477,32117.24,0120-4532-4291-7818,W000001477,2021-06-09
CT00001478,34915.46,0706-9238-8660-2394,W000001478,2019-01-11
CT00001479,29813.65,6621-1284-4492-8960,W000001479,2019-08-07
CT00001480,9474.26,8924-5622-5889-6023,W000001480,2021-10-24
CT00001481,3847.85,0949-6348-6445-3663,W000001481,2020-01-30
CT00001482,21652.08,3034-3695-4040-6391,W000001482,2021-08-04
CT00001483,24011.53,0610-2893-5553-1081,W000001483,2021-10-15
CT00001484,29297.18,9141-4765-4789-6654,W000001484,2019-09-01
CT00001485,1333.02,1752-1465-6917-2730,W000001485,2019-12-24
CT00001486,16402.11,2789-4780-6983-5220,W000001486,2021-03-27
CT00001487,32679.18,8990-4765-9949-7401,W000001487,2020-08-09
CT00001488,18879.73,5878-8864-5024-9479,W000001488,2020-07-09
CT00001489,3381.57,9393-3433-1766-0439,W000001489,2021-03-08
CT00001490,1246.67,4698-0042-6465-2472,W000001490,2019-01-22
CT00001491,20146.69,1696-7910-6056-7453,W000001491,2021-03-08
CT00001492,19482.14,3706-2241-6859-6840,W000001492,2022-03-10
CT00001493,32871.75,4949-3740-3284-5756,W000001493,2020-04-12
CT00001494,27952.74,2487-2366-9143-6681,W000001494,2020-08-22
CT00001495,390.45,9245-7326-0959-0508,W000001495,2020-02-04
CT00001496,8436.99,2868-2780-3860-4134,W000001496,2021-06-27
CT00001497,17282.57,9049-6657-4417-9082,W000001497,2019-01-19
CT00001498,9149.13,2981-7989-9491-8016,W000001498,2020-04-04
CT00001499,6620.52,2936-7718-3490-7392,W000001499,2019-09-22
CT00001500,15684.02,0443-3016-0622-0784,W000001500,2019-09-22
CT00001501,4017.48,8593-1203-5506-0454,W000001501,2019-10-11
CT00001502,908.73,2699-9290-1775-0478,W000001502,2019-05-06
CT00001503,11101.76,3398-9426-4252-8502,W000001503,2021-10-24
CT00001504,3309.37,9077-6472-3296-8864,W000001504,2019-04-09
CT00001505,27372.46,3818-2406-0319-5226,W000001505,2019-12-11
CT00001506,16685.15,5358-5984-5214-9051,W000001506,2020-02-17
CT00001507,31866.24,5705-2010-3916-8736,W000001507,2020-07-09
CT00001508,34379.81,4665-7700-6855-4473,W000001508,2022-01-19
CT00001509,21120.71,2290-6493-9121-1266,W000001509,2022-01-01
CT00001510,3567.7,3826-9023-7663-4777,W000001510,2021-08-31
CT00001511,34948.73,1182-1542-4090-9034,W000001511,2019-01-08
CT00001512,27983.19,0349-9502-6531-1623,W000001512,2019-07-15
CT00001513,13306.36,7938-1068-0850-7987,W000001513,2019-07-26
CT00001514,15600.96,7791-8032-9926-3373,W000001514,2019-01-01
CT00001515,25931.92,3291-1669-3612-4581,W000001515,2019-12-21
CT00001516,13851.46,3034-3695-4040-6391,W000001516,2019-11-20
CT00001517,34873.34,3725-5608-0514-1867,W000001517,2019-12-21
CT00001518,3167.6,2919-2183-3506-3701,W000001518,2020-03-20
CT00001519,31862.2,6827-5119-6040-8215,W000001519,2021-04-13
CT00001520,3837.02,5665-9108-2812-1123,W000001520,2020-06-10
CT00001521,29411.15,6736-4211-0562-9425,W000001521,2020-08-22
CT00001522,5045.16,3323-4529-2376-5869,W000001522,2020-11-20
CT00001523,13162.16,3201-3861-4766-0537,W000001523,2020-05-16
CT00001524,32394.48,1316-3650-3409-4427,W000001524,2020-01-13
CT00001525,34210.79,2499-5406-7393-3659,W000001525,2019-03-26
CT00001526,3120.22,0471-8295-9497-6418,W000001526,2020-01-22
CT00001527,15922.57,6671-6013-9269-6427,W000001527,2019-08-14
CT00001528,31856.27,8335-6390-3499-9976,W000001528,2019-03-18
CT00001529,6264.52,6877-4542-8817-1995,W000001529,2022-01-06
CT00001530,33579.83,6795-8348-9821-6089,W000001530,2021-08-15
CT00001531,27764.82,8713-3873-8848-3284,W000001531,2021-09-09
CT00001532,28868.85,8866-6283-8571-5035,W000001532,2019-06-21
CT00001533,3293.5,5938-9903-1892-6983,W000001533,2020-07-05
CT00001534,15758.4,6208-5363-5783-1553,W000001534,2019-03-23
CT00001535,20402.25,7797-4650-8141-4056,W000001535,2020-11-22
CT00001536,20343.51,2290-0470-9764-2339,W000001536,2020-05-12
CT00001537,30639.44,8964-0825-3086-1689,W000001537,2020-09-14
CT00001538,838.48,6950-7621-4187-3704,W000001538,2021-07-01
CT00001539,12529.61,9312-8618-4271-4075,W000001539,2019-06-23
CT00001540,28908.28,6337-4045-9313-2656,W000001540,2020-06-09
CT00001541,13086.45,8754-7373-6036-6548,W000001541,2022-01-22
CT00001542,15247.07,0471-8295-9497-6418,W000001542,2019-03-15
CT00001543,12967.07,6643-4189-8928-1842,W000001543,2019-07-21
CT00001544,8189.06,3702-2859-4551-8986,W000001544,2020-01-02
CT00001545,2605.98,0852-7391-0823-1862,W000001545,2021-10-14
CT00001546,10083.81,4927-0708-2569-8429,W000001546,2019-09-02
CT00001547,31537.66,2220-9556-4430-7962,W000001547,2021-11-15
CT00001548,362.66,8604-2821-9033-0220,W000001548,2019-12-15
CT00001549,9408.02,4787-3901-0064-7898,W000001549,2019-11-17
CT00001550,22871.13,2731-0259-0435-0081,W000001550,2021-08-10
CT00001551,4116.17,8950-5133-3090-5292,W000001551,2021-06-12
CT00001552,29733.6,4157-7543-9589-8560,W000001552,2020-05-12
CT00001553,30592.38,4759-9251-2276-5821,W000001553,2021-04-03
CT00001554,34945.76,7307-2644-0419-4707,W000001554,2020-06-12
CT00001555,16931.6,8633-7813-8130-6348,W000001555,2021-01-20
CT00001556,13384.08,9695-4956-8630-2790,W000001556,2019-10-06
CT00001557,27402.35,3193-1282-8321-0170,W000001557,2021-08-10
CT00001558,27903.39,2375-6261-0151-5531,W000001558,2021-09-03
CT00001559,977.9,6225-2365-4964-9126,W000001559,2019-12-20
CT00001560,4125.68,9392-4474-8783-5379,W000001560,2021-06-01
CT00001561,22755.18,5197-0671-8311-3623,W000001561,2022-03-02
CT00001562,34389.13,0604-2360-1258-8761,W000001562,2019-09-24
CT00001563,34499.92,3140-4616-3463-5309,W000001563,2020-11-26
CT00001564,26806.76,6436-2185-0379-8146,W000001564,2021-10-30
CT00001565,21216.29,2340-6111-8924-0018,W000001565,2020-05-06
CT00001566,31623.24,6514-6506-2893-5978,W000001566,2020-09-22
CT00001567,25625.48,6996-5672-0489-9041,W000001567,2020-10-05
CT00001568,25621.49,9233-3389-3960-5171,W000001568,2021-05-19
CT00001569,15254.51,8856-1194-7771-5960,W000001569,2020-08-14
CT00001570,6404.89,1716-9724-7845-4161,W000001570,2021-01-17
CT00001571,23877.03,1976-8400-8995-4003,W000001571,2020-10-27
CT00001572,17692.15,1122-9067-8573-2807,W000001572,2020-11-03
CT00001573,31349.39,9788-9027-1785-2971,W000001573,2020-12-29
CT00001574,10847.05,8687-9097-6275-3177,W000001574,2019-11-18
CT00001575,734.48,7855-4225-8288-1137,W000001575,2019-04-23
CT00001576,9966.51,1993-5447-7666-8972,W000001576,2020-12-23
CT00001577,22342.59,1316-3650-3409-4427,W000001577,2021-01-27
CT00001578,30172.53,3713-1328-8514-6976,W000001578,2020-05-10
CT00001579,3940.57,9850-2285-9174-3420,W000001579,2021-12-30
CT00001580,25503.82,7705-7767-2814-4922,W000001580,2020-11-19
CT00001581,7488.71,5574-7335-7933-4942,W000001581,2019-04-10
CT00001582,23173.74,0309-9162-5843-9499,W000001582,2019-09-06
CT00001583,8901.42,4875-0761-6999-2769,W000001583,2019-04-10
CT00001584,31730.2,1919-3945-8661-6119,W000001584,2021-06-25
CT00001585,496.47,1227-5817-0130-6606,W000001585,2019-08-03
CT00001586,7165.1,2279-0382-7487-0268,W000001586,2020-10-18
CT00001587,2257.28,0147-7953-1767-3347,W000001587,2021-03-04
CT00001588,3139.44,2123-3530-2718-5494,W000001588,2021-02-22
CT00001589,27544.04,4593-2442-7016-3936,W000001589,2021-06-01
CT00001590,6476.05,4068-9168-3812-4629,W000001590,2021-11-04
CT00001591,32302.27,4947-7954-6212-9411,W000001591,2019-03-16
CT00001592,4602.17,3710-7356-0281-0830,W000001592,2019-07-04
CT00001593,14323.97,7189-3579-7563-4326,W000001593,2020-08-25
