Top_up_Dedit_Card_ID,Amount,Debit_Card_Number,Wallet_ID,Top_Up_Date
DT00001195,19528.96,2332-0573-0360-0977,W000001195,2021-05-10
DT00001196,1760.26,3862-7971-3797-2154,W000001196,2020-12-07
DT00001197,743.26,3342-5074-1175-4832,W000001197,2019-01-04
DT00001198,1860.97,4928-3815-4532-8038,W000001198,2019-11-13
DT00001199,17616.97,6337-4541-2792-9620,W000001199,2021-06-11
DT00001200,23840.41,5456-8699-5124-9139,W000001200,2021-01-18
DT00001201,13679.54,3140-9449-6462-0925,W000001201,2020-04-30
DT00001202,20536.02,5500-1967-7803-0469,W000001202,2020-01-11
DT00001203,4115.97,5536-4974-3184-3426,W000001203,2019-06-13
DT00001204,18397.49,0681-6727-3297-4376,W000001204,2021-04-22
DT00001205,28813.86,5845-3215-6706-2281,W000001205,2019-09-12
DT00001206,14665.28,3908-8313-7624-0348,W000001206,2020-10-03
DT00001207,6452.2,6213-7963-5248-6197,W000001207,2021-09-02
DT00001208,11869.37,8050-4303-3971-8805,W000001208,2021-04-06
DT00001209,33262.09,0464-5122-8103-9794,W000001209,2020-05-28
DT00001210,12040.76,9268-0469-1055-6990,W000001210,2020-10-14
DT00001211,34271.73,3131-8405-0999-3682,W000001211,2021-08-11
DT00001212,12697.62,3869-9763-6808-3942,W000001212,2019-09-07
DT00001213,7699.22,9266-2204-9244-0204,W000001213,2021-11-27
DT00001214,9269.01,0051-0765-2912-7711,W000001214,2019-05-18
DT00001215,15153.6,7788-0120-5704-9571,W000001215,2019-03-13
DT00001216,30344.39,7205-3656-5296-5731,W000001216,2021-08-21
DT00001217,8968.01,0794-3061-7247-1905,W000001217,2019-04-14
DT00001218,16950.88,9630-5211-7219-0965,W000001218,2020-11-01
DT00001219,34245.36,6768-7667-2942-2574,W000001219,2019-06-18
DT00001220,24072.75,5628-9541-3841-5547,W000001220,2020-06-05
DT00001221,20462.94,0226-0800-8622-5017,W000001221,2019-08-28
DT00001222,12583.55,3201-7919-7253-8536,W000001222,2019-10-26
DT00001223,5916.6,5637-1786-6322-0358,W000001223,2020-10-27
DT00001224,20649.0,1881-8566-5567-5544,W000001224,2020-03-04
DT00001225,33815.79,1264-7483-6134-8064,W000001225,2021-12-24
DT00001226,26550.49,7826-7648-6673-0506,W000001226,2021-07-26
DT00001227,3620.94,1835-2138-9888-8274,W000001227,2020-04-25
DT00001228,13295.63,3333-4388-2483-8606,W000001228,2021-10-25
DT00001229,28605.28,7557-1356-8940-7886,W000001229,2019-09-29
DT00001230,16695.12,0374-4098-5708-9079,W000001230,2020-10-11
DT00001231,1738.55,7818-7256-9991-7941,W000001231,2019-12-21
DT00001232,26101.82,6393-6002-6570-1164,W000001232,2019-01-11
DT00001233,29815.79,3932-8932-1087-7986,W000001233,2019-04-17
DT00001234,7564.77,8522-6398-4656-7979,W000001234,2020-03-30
DT00001235,6939.63,1301-3413-9971-3842,W000001235,2020-08-03
DT00001236,21200.56,8624-7128-3175-7173,W000001236,2019-12-15
DT00001237,18934.37,9371-5849-6655-7411,W000001237,2020-04-01
DT00001238,5830.99,8314-2365-4254-4756,W000001238,2020-03-20
DT00001239,16307.72,4388-7367-6673-0659,W000001239,2021-05-23
DT00001240,20693.04,5400-0815-8163-6745,W000001240,2020-12-31
DT00001241,32547.08,6182-9784-1385-8933,W000001241,2020-01-06
DT00001242,25203.06,6030-7785-8234-4927,W000001242,2020-08-18
DT00001243,12187.07,6546-4247-9879-9250,W000001243,2021-03-21
DT00001244,15220.66,0416-7574-2362-5951,W000001244,2019-11-01
DT00001245,8893.48,9507-7712-1308-5702,W000001245,2019-07-21
DT00001246,22296.62,6062-4234-5139-3468,W000001246,2021-01-02
DT00001247,33924.35,7320-7388-1896-4767,W000001247,2020-07-06
DT00001248,27252.25,2186-2081-2151-4567,W000001248,2020-08-24
DT00001249,29013.89,1179-6809-7376-5957,W000001249,2021-10-19
DT00001250,3342.43,1243-6192-4371-2244,W000001250,2020-05-27
DT00001251,25626.14,9355-7817-6479-4887,W000001251,2019-09-13
DT00001252,2624.46,3038-6739-6582-9296,W000001252,2021-06-27
DT00001253,25210.26,5757-1323-4042-0680,W000001253,2021-06-24
DT00001254,29924.33,9857-3575-3796-1283,W000001254,2019-05-24
DT00001255,26962.59,9857-3575-3796-1283,W000001255,2020-10-13
DT00001256,32745.38,1975-2168-6566-4976,W000001256,2019-10-15
DT00001257,23049.85,4575-6611-9931-7333,W000001257,2021-08-06
DT00001258,4813.4,0924-7608-1200-8149,W000001258,2020-06-13
DT00001259,7805.5,4638-1221-7695-6165,W000001259,2019-07-18
DT00001260,27651.46,1885-7708-7079-0596,W000001260,2019-08-16
DT00001261,5048.71,0063-1714-7059-5193,W000001261,2021-04-13
DT00001262,10117.66,4291-4396-6984-2859,W000001262,2020-08-18
DT00001263,20450.29,9350-7637-7447-3995,W000001263,2019-11-04
DT00001264,32455.23,0906-8386-6153-8705,W000001264,2021-04-21
DT00001265,29646.33,7548-4823-7898-0679,W000001265,2019-01-26
DT00001266,25650.18,9307-0950-8291-3410,W000001266,2019-06-10
DT00001267,4558.18,9778-7982-3570-7689,W000001267,2019-11-25
DT00001268,19823.42,6595-2239-9386-7303,W000001268,2020-12-03
DT00001269,15868.64,0358-1632-2756-3570,W000001269,2019-08-17
DT00001270,1597.95,3502-1209-5100-9625,W000001270,2021-12-14
DT00001271,31306.08,3305-6173-4612-9932,W000001271,2021-04-09
DT00001272,24778.41,1802-7884-4365-8886,W000001272,2021-05-01
DT00001273,34544.41,9611-3332-4469-9181,W000001273,2019-03-21
DT00001274,20551.84,7217-0610-9339-7697,W000001274,2020-11-29
DT00001275,19953.55,7697-0071-2265-8532,W000001275,2020-08-27
DT00001276,19441.38,5637-1786-6322-0358,W000001276,2021-09-05
DT00001277,24012.8,6914-2404-3080-6017,W000001277,2021-12-19
DT00001278,16118.25,6816-1102-5821-9176,W000001278,2020-07-10
DT00001279,31893.73,7312-2550-2653-9598,W000001279,2020-06-20
DT00001280,5978.14,2983-3796-8292-1118,W000001280,2019-03-29
DT00001281,4130.32,2353-3653-1870-1637,W000001281,2020-02-20
DT00001282,3126.57,3116-9388-1268-4687,W000001282,2020-10-06
DT00001283,2435.2,6728-6949-2802-4931,W000001283,2021-09-02
DT00001284,6154.49,8854-7095-2735-2614,W000001284,2021-04-16
DT00001285,27759.32,1724-0810-8475-6836,W000001285,2019-03-07
DT00001286,27686.06,7620-2819-5260-7298,W000001286,2021-03-16
DT00001287,3642.43,6274-2291-2174-4577,W000001287,2020-05-19
DT00001288,15986.66,2376-0701-3300-8868,W000001288,2020-02-19
DT00001289,17967.19,9035-6877-4029-7612,W000001289,2019-10-09
DT00001290,9359.69,3502-1209-5100-9625,W000001290,2019-09-20
DT00001291,15146.68,4164-1898-3021-4650,W000001291,2019-09-26
DT00001292,28070.82,6391-7357-6989-8890,W000001292,2020-09-14
DT00001293,14653.61,7101-7078-7836-6933,W000001293,2020-05-12
DT00001294,15972.97,4872-0817-9020-8515,W000001294,2019-01-17
DT00001295,28849.63,2948-3249-8731-1345,W000001295,2020-10-23
DT00001296,3439.7,4150-0450-5832-8363,W000001296,2020-11-26
DT00001297,2575.43,1964-2173-6947-3476,W000001297,2021-04-18
DT00001298,16666.6,3037-0054-2706-2013,W000001298,2020-06-09
DT00001299,13952.05,0201-7943-8601-2205,W000001299,2020-01-12
DT00001300,29048.2,3145-6749-7131-8220,W000001300,2022-03-08
DT00001301,12080.01,0517-4225-5208-1868,W000001301,2021-04-22
DT00001302,34540.07,4388-7367-6673-0659,W000001302,2021-01-18
DT00001303,18472.42,7679-4781-6248-3380,W000001303,2021-07-19
DT00001304,10952.13,2185-6712-2220-4720,W000001304,2022-02-15
DT00001305,4417.78,1806-3092-2044-9915,W000001305,2021-12-28
DT00001306,20739.44,1905-1760-6586-7765,W000001306,2019-07-29
DT00001307,7164.48,4157-4537-3523-4940,W000001307,2021-05-19
DT00001308,13821.67,4332-9337-6341-3516,W000001308,2021-01-31
DT00001309,33643.61,2185-6712-2220-4720,W000001309,2021-05-30
DT00001310,654.05,6777-4267-9350-7033,W000001310,2022-02-21
DT00001311,18532.77,8826-1868-7172-1795,W000001311,2022-02-12
DT00001312,17790.38,4077-0356-2642-1672,W000001312,2020-08-25
DT00001313,29024.74,9159-1750-8453-1652,W000001313,2019-11-13
DT00001314,10681.2,5485-8275-1744-8294,W000001314,2020-08-29
DT00001315,3174.82,6768-7667-2942-2574,W000001315,2021-07-18
DT00001316,23538.89,4517-2474-3887-3566,W000001316,2021-09-15
DT00001317,20121.49,8577-3874-1346-4572,W000001317,2019-11-08
DT00001318,31405.85,6767-7480-9864-3536,W000001318,2019-02-17
DT00001319,9369.25,6777-4267-9350-7033,W000001319,2019-09-16
DT00001320,18513.22,7125-8040-9039-4102,W000001320,2022-01-13
DT00001321,17079.71,7419-2532-9052-0497,W000001321,2019-01-06
DT00001322,26512.05,6182-9784-1385-8933,W000001322,2021-01-04
DT00001323,26977.9,1004-0704-5117-0464,W000001323,2020-04-13
DT00001324,16205.4,7888-2210-8514-2935,W000001324,2022-03-14
DT00001325,26578.62,1150-9351-5028-8303,W000001325,2021-03-22
DT00001326,26374.02,1316-5782-3578-7864,W000001326,2020-09-27
DT00001327,21168.98,2735-3105-5032-0928,W000001327,2019-10-18
DT00001328,31980.65,8512-3211-7408-6077,W000001328,2020-04-17
DT00001329,31218.68,4410-2772-9963-5720,W000001329,2021-08-18
DT00001330,848.79,3797-3933-5343-9929,W000001330,2022-01-27
DT00001331,21592.6,8631-8703-1229-0730,W000001331,2021-11-28
DT00001332,33807.2,9696-3398-3337-0089,W000001332,2019-09-02
DT00001333,11430.2,5297-4961-4767-9147,W000001333,2019-06-16
DT00001334,27660.23,6480-8642-7497-1745,W000001334,2020-09-30
DT00001335,11217.61,4990-4547-7166-1669,W000001335,2020-12-05
DT00001336,30615.38,5508-8865-4566-3827,W000001336,2020-07-01
DT00001337,17603.23,1643-3161-4857-9342,W000001337,2022-02-10
DT00001338,14659.59,4688-8020-6609-2207,W000001338,2021-10-15
DT00001339,15365.34,8210-3630-3310-1369,W000001339,2020-08-17
DT00001340,28684.72,6308-4383-2559-5657,W000001340,2021-07-06
DT00001341,3595.59,5700-2489-7166-2596,W000001341,2020-07-10
DT00001342,21947.56,6055-4852-9872-3258,W000001342,2020-04-07
DT00001343,24694.83,5827-9914-7498-6260,W000001343,2019-08-14
DT00001344,20071.58,0643-5739-3166-7777,W000001344,2020-07-26
DT00001345,17828.49,0678-5444-5680-4301,W000001345,2021-05-11
DT00001346,8669.14,8425-7453-3660-5190,W000001346,2021-10-08
DT00001347,34581.26,3849-2997-5962-3298,W000001347,2020-12-30
DT00001348,10433.14,4990-8056-4269-3252,W000001348,2019-12-09
DT00001349,16280.22,8438-7560-8003-2937,W000001349,2020-01-04
DT00001350,31802.32,6695-5573-4261-3181,W000001350,2020-08-19
DT00001351,15041.45,5485-1039-1386-0273,W000001351,2019-03-07
DT00001352,21411.12,2522-0602-9970-4669,W000001352,2019-06-04
DT00001353,33879.12,6893-4140-6334-3177,W000001353,2021-01-26
DT00001354,18500.15,0492-4701-9407-5112,W000001354,2019-07-20
DT00001355,29591.11,5927-7939-0425-5087,W000001355,2019-01-22
DT00001356,5677.13,1384-7766-4501-4437,W000001356,2021-04-04
DT00001357,10616.48,6767-7480-9864-3536,W000001357,2020-07-20
DT00001358,23782.89,1945-5362-3678-6142,W000001358,2019-01-20
DT00001359,34792.11,4157-4537-3523-4940,W000001359,2021-12-18
DT00001360,25392.44,8754-0587-9122-0286,W000001360,2019-08-07
DT00001361,3702.84,1816-0842-8498-6396,W000001361,2020-02-27
DT00001362,12282.93,6413-9970-4021-8681,W000001362,2021-12-15
DT00001363,6915.52,7891-0298-3393-9097,W000001363,2020-02-07
DT00001364,29841.84,1438-6021-9448-9617,W000001364,2022-01-02
DT00001365,9946.66,2479-5362-2751-1378,W000001365,2019-06-14
DT00001366,4203.02,6748-5739-9115-4046,W000001366,2020-01-17
DT00001367,795.34,0201-7943-8601-2205,W000001367,2019-03-19
DT00001368,4786.83,3458-2297-2066-1276,W000001368,2021-12-11
DT00001369,12962.87,1073-4332-9921-4121,W000001369,2020-12-30
DT00001370,20645.42,5508-8865-4566-3827,W000001370,2022-01-15
DT00001371,34189.92,6046-3044-5424-9472,W000001371,2019-06-10
DT00001372,30593.91,7615-1520-6932-6781,W000001372,2022-03-11
DT00001373,15243.4,4470-3659-8602-8642,W000001373,2019-05-28
DT00001374,20939.32,5391-7759-1333-0729,W000001374,2021-11-26
DT00001375,6258.93,1310-9163-5476-2555,W000001375,2020-09-03
DT00001376,15849.2,1724-0810-8475-6836,W000001376,2020-12-14
DT00001377,5601.88,0977-3433-1272-7533,W000001377,2021-03-09
DT00001378,5538.58,7039-7181-7582-7282,W000001378,2022-02-12
DT00001379,20040.19,4380-7570-3853-3595,W000001379,2021-10-15
DT00001380,11505.84,1926-0413-4266-7482,W000001380,2021-08-26
DT00001381,4748.54,5400-0815-8163-6745,W000001381,2022-01-05
DT00001382,1237.14,6395-0017-4156-4661,W000001382,2020-02-17
DT00001383,26788.74,1744-5195-0406-6281,W000001383,2019-08-15
DT00001384,6812.7,7382-7910-5378-3283,W000001384,2021-04-30
DT00001385,33268.73,9029-0189-3473-5405,W000001385,2021-10-08
DT00001386,361.96,1569-2690-8092-2586,W000001386,2021-07-14
DT00001387,34229.85,7371-1589-9404-4355,W000001387,2019-10-12
DT00001388,10576.02,0816-1135-6256-5779,W000001388,2021-08-14
DT00001389,253.48,7538-5915-7425-2185,W000001389,2021-10-01
DT00001390,14311.99,4949-3700-5655-7245,W000001390,2021-12-17
DT00001391,16893.23,1366-9127-0625-5878,W000001391,2020-05-22
DT00001392,11863.85,8587-7254-1410-1783,W000001392,2021-04-19
DT00001393,19188.51,0288-8327-0667-8001,W000001393,2020-09-06
DT00001394,34503.28,5223-6912-9030-4986,W000001394,2019-07-17
DT00001395,7192.4,2021-3315-0204-2705,W000001395,2019-11-01
DT00001396,22531.96,8472-9368-5131-1040,W000001396,2022-03-16
DT00001397,13558.63,4470-3659-8602-8642,W000001397,2019-02-20
DT00001398,7930.37,7064-6548-9747-3737,W000001398,2019-02-12
DT00001399,1765.12,2338-8956-1496-8578,W000001399,2019-05-21
DT00001400,17600.0,9149-7561-7333-9975,W000001400,2021-01-26
DT00001401,11825.19,3502-1209-5100-9625,W000001401,2020-01-31
DT00001402,20837.48,4638-1221-7695-6165,W000001402,2019-08-22
DT00001403,7614.62,7642-7866-0886-1507,W000001403,2021-06-25
DT00001404,28254.37,6018-9303-6209-0873,W000001404,2020-05-09
DT00001405,31028.03,0226-1705-8362-3184,W000001405,2019-12-23
DT00001406,33505.1,7327-1010-0158-7069,W000001406,2020-12-15
DT00001407,9496.79,5821-7691-4581-4443,W000001407,2021-08-18
DT00001408,21372.87,9934-9631-1874-6756,W000001408,2021-08-25
DT00001409,4049.59,5383-2823-0400-8085,W000001409,2019-04-17
DT00001410,21572.91,9470-7459-2846-2300,W000001410,2021-10-18
DT00001411,26661.65,7002-1182-6340-8206,W000001411,2019-08-19
DT00001412,6869.29,1730-9392-5339-1696,W000001412,2019-04-17
DT00001413,32644.92,1232-5429-0959-3811,W000001413,2021-05-30
DT00001414,16449.58,4129-6309-8718-2957,W000001414,2020-09-08
DT00001415,27467.99,4328-4267-2678-3347,W000001415,2022-01-26
DT00001416,5501.51,9969-3868-3376-3245,W000001416,2022-01-30
DT00001417,34868.79,6679-4048-5456-8128,W000001417,2021-11-20
DT00001418,1820.53,8084-5593-5325-1486,W000001418,2020-04-19
DT00001419,2809.95,4572-6660-5413-9933,W000001419,2019-02-27
DT00001420,21752.91,7620-2819-5260-7298,W000001420,2019-08-21
DT00001421,23078.89,0800-3066-0422-0874,W000001421,2021-06-07
DT00001422,7052.73,1587-4331-9363-8447,W000001422,2019-09-25
DT00001423,494.35,1707-1285-2177-9900,W000001423,2020-02-20
DT00001424,9282.3,5400-0815-8163-6745,W000001424,2021-07-12
DT00001425,34696.68,6585-0370-2907-7668,W000001425,2019-09-01
DT00001426,1514.63,1032-9645-9528-2854,W000001426,2021-01-18
DT00001427,10077.95,0154-3806-6769-5113,W000001427,2021-07-18
DT00001428,19656.02,8325-4844-8781-0663,W000001428,2020-12-10
DT00001429,6839.99,9393-9857-4813-2787,W000001429,2019-05-05
DT00001430,1181.08,1966-9132-8481-2746,W000001430,2021-12-30
DT00001431,29822.05,2232-6491-1466-2208,W000001431,2021-05-27
DT00001432,27071.96,9761-7784-1603-0202,W000001432,2019-12-23
DT00001433,26892.04,7818-7256-9991-7941,W000001433,2021-12-28
DT00001434,24803.77,4005-7868-1762-3389,W000001434,2020-09-19
DT00001435,15169.85,0017-4335-9331-9091,W000001435,2021-07-19
DT00001436,34889.35,8048-4760-9693-4201,W000001436,2019-12-29
DT00001437,10277.93,0902-2798-1607-9647,W000001437,2021-04-21
DT00001438,3686.9,6585-0370-2907-7668,W000001438,2019-09-16
DT00001439,34087.23,0078-6997-9076-7994,W000001439,2020-04-28
DT00001440,33263.99,7788-0120-5704-9571,W000001440,2020-02-28
DT00001441,33884.41,1656-0893-3874-3608,W000001441,2019-10-05
DT00001442,6420.75,1004-0704-5117-0464,W000001442,2021-11-11
DT00001443,3818.88,8437-4878-3685-6747,W000001443,2021-04-14
DT00001444,23149.68,0087-6246-8654-1256,W000001444,2021-06-26
DT00001445,29674.59,4731-6656-0650-5473,W000001445,2021-08-31
DT00001446,6222.16,1226-9409-6559-5418,W000001446,2019-10-13
DT00001447,10918.16,3873-8852-3562-4435,W000001447,2020-09-15
DT00001448,16668.37,5223-6912-9030-4986,W000001448,2020-07-29
DT00001449,20034.49,8522-6398-4656-7979,W000001449,2022-02-17
DT00001450,3852.59,0552-4531-6184-9715,W000001450,2021-11-21
DT00001451,34859.53,1711-2706-3613-7611,W000001451,2020-06-18
DT00001452,25725.74,8372-7257-7886-0002,W000001452,2021-09-06
DT00001453,1904.18,1567-8898-0821-0797,W000001453,2019-04-29
DT00001454,17198.94,0902-2798-1607-9647,W000001454,2020-07-04
DT00001455,25830.02,3320-3206-4391-0557,W000001455,2022-02-28
DT00001456,7460.48,2508-8910-9383-1448,W000001456,2019-09-27
DT00001457,11926.49,7668-8754-8595-7303,W000001457,2022-02-28
DT00001458,20244.25,8437-4878-3685-6747,W000001458,2019-05-16
DT00001459,26380.73,1623-5771-6265-7406,W000001459,2020-06-22
DT00001460,12671.86,7697-0071-2265-8532,W000001460,2019-01-13
DT00001461,33191.72,4860-5035-1262-7342,W000001461,2020-04-04
DT00001462,1546.07,3403-9297-6040-3690,W000001462,2020-08-10
DT00001463,1094.61,5998-2890-3066-5422,W000001463,2019-10-08
DT00001464,19837.1,9393-9857-4813-2787,W000001464,2022-01-25
DT00001465,22565.63,5914-9334-8226-4325,W000001465,2020-07-23
DT00001466,34460.03,9268-0469-1055-6990,W000001466,2021-05-25
DT00001467,24252.83,0302-9833-8624-3431,W000001467,2019-11-24
DT00001468,10995.4,4804-6985-7932-2701,W000001468,2021-09-22
DT00001469,31928.67,3326-1792-8414-1247,W000001469,2019-03-10
DT00001470,477.29,0294-0327-9175-5885,W000001470,2021-07-05
DT00001471,20997.68,3502-1209-5100-9625,W000001471,2019-06-01
DT00001472,14708.03,4020-1505-4090-6710,W000001472,2019-02-25
DT00001473,3951.24,1154-4686-5672-5280,W000001473,2019-10-20
DT00001474,7199.53,4098-3872-8632-0020,W000001474,2022-01-09
DT00001475,22206.6,9347-7025-7194-9352,W000001475,2019-07-18
DT00001476,16909.35,7153-8583-6680-1668,W000001476,2020-10-24
DT00001477,16298.07,3898-2394-9526-0440,W000001477,2021-06-09
DT00001478,34830.73,1495-6591-9842-9295,W000001478,2019-01-11
DT00001479,12998.6,4143-9505-8598-6558,W000001479,2019-08-07
DT00001480,17658.04,7916-4313-9867-9489,W000001480,2021-10-24
DT00001481,780.32,7042-1741-5651-1015,W000001481,2020-01-30
DT00001482,7532.79,5542-7001-8301-6674,W000001482,2021-08-04
DT00001483,32367.53,0816-9330-0788-8771,W000001483,2021-10-15
DT00001484,19356.41,5575-6990-3239-8322,W000001484,2019-09-01
DT00001485,32301.97,7502-9878-5597-7261,W000001485,2019-12-24
DT00001486,17042.5,4388-7367-6673-0659,W000001486,2021-03-27
DT00001487,21745.22,8772-5374-6010-1598,W000001487,2020-08-09
DT00001488,5336.26,6486-0111-6616-0803,W000001488,2020-07-09
DT00001489,2123.28,9355-2087-7168-7897,W000001489,2021-03-08
DT00001490,12443.82,9571-6293-5876-1659,W000001490,2019-01-22
DT00001491,31231.81,8672-2643-7830-3569,W000001491,2021-03-08
DT00001492,25083.68,5935-7520-5031-9362,W000001492,2022-03-10
DT00001493,4590.07,8174-2295-7847-9489,W000001493,2020-04-12
DT00001494,30415.22,4009-5062-1020-1484,W000001494,2020-08-22
DT00001495,21681.79,7064-6548-9747-3737,W000001495,2020-02-04
DT00001496,19747.79,2720-6599-9943-7103,W000001496,2021-06-27
DT00001497,21538.99,1707-1285-2177-9900,W000001497,2019-01-19
DT00001498,11650.24,6768-7667-2942-2574,W000001498,2020-04-04
DT00001499,34480.91,5378-1416-2285-1635,W000001499,2019-09-22
DT00001500,27586.12,3589-0536-1621-1226,W000001500,2019-09-22
DT00001501,17404.22,4551-8569-9360-2993,W000001501,2019-10-11
DT00001502,24174.01,2954-0975-9858-5460,W000001502,2019-05-06
DT00001503,27275.0,3513-5959-7367-0977,W000001503,2021-10-24
DT00001504,30699.98,4796-3201-0992-8818,W000001504,2019-04-09
DT00001505,26550.84,2103-1805-5434-4016,W000001505,2019-12-11
DT00001506,16053.58,7381-5282-4235-2750,W000001506,2020-02-17
DT00001507,9142.42,9013-2301-0214-6876,W000001507,2020-07-09
DT00001508,18382.54,0906-8386-6153-8705,W000001508,2022-01-19
DT00001509,3669.13,2527-9263-3869-5905,W000001509,2022-01-01
DT00001510,6195.09,7419-2532-9052-0497,W000001510,2021-08-31
DT00001511,4836.31,9997-0524-5917-0226,W000001511,2019-01-08
DT00001512,1547.97,4310-2052-7251-0374,W000001512,2019-07-15
DT00001513,26178.18,1146-5849-7063-8537,W000001513,2019-07-26
DT00001514,19500.52,1032-1274-9724-4801,W000001514,2019-01-01
DT00001515,5401.66,0226-1705-8362-3184,W000001515,2019-12-21
DT00001516,23752.35,2725-9388-3168-2625,W000001516,2019-11-20
DT00001517,4255.29,7792-3335-3816-1765,W000001517,2019-12-21
DT00001518,6422.07,2657-8332-9592-5398,W000001518,2020-03-20
DT00001519,4691.35,9058-1641-8681-3441,W000001519,2021-04-13
DT00001520,25016.04,1116-1308-6580-2673,W000001520,2020-06-10
DT00001521,10695.45,8056-6039-1278-2922,W000001521,2020-08-22
DT00001522,30225.5,1104-3801-6262-2602,W000001522,2020-11-20
DT00001523,24774.49,4029-8163-1917-8281,W000001523,2020-05-16
DT00001524,13074.82,3766-6954-6857-0757,W000001524,2020-01-13
DT00001525,15011.83,9066-9047-1496-3864,W000001525,2019-03-26
DT00001526,27936.02,1227-9582-6266-2068,W000001526,2020-01-22
DT00001527,8849.42,0545-3246-4871-6671,W000001527,2019-08-14
DT00001528,7453.92,5226-7804-4008-6747,W000001528,2019-03-18
DT00001529,16077.22,7697-0071-2265-8532,W000001529,2022-01-06
DT00001530,3088.23,4601-5700-1044-0488,W000001530,2021-08-15
DT00001531,5815.65,0693-3678-6514-1835,W000001531,2021-09-09
DT00001532,32918.09,0656-1200-1178-8453,W000001532,2019-06-21
DT00001533,4955.53,0816-1135-6256-5779,W000001533,2020-07-05
DT00001534,33066.38,5163-3904-7694-2103,W000001534,2019-03-23
DT00001535,7006.75,1276-1631-2414-3107,W000001535,2020-11-22
DT00001536,34115.72,5749-0299-9130-3407,W000001536,2020-05-12
DT00001537,12326.98,8995-4350-9121-6705,W000001537,2020-09-14
DT00001538,23953.82,0226-1705-8362-3184,W000001538,2021-07-01
DT00001539,34992.17,2038-6086-7717-7204,W000001539,2019-06-23
DT00001540,537.2,3344-5890-9322-0255,W000001540,2020-06-09
DT00001541,17665.22,7511-2734-1573-2298,W000001541,2022-01-22
DT00001542,23865.19,3546-2771-5014-5100,W000001542,2019-03-15
DT00001543,20046.36,0051-0765-2912-7711,W000001543,2019-07-21
DT00001544,745.01,2659-3472-3279-8431,W000001544,2020-01-02
DT00001545,8824.57,2866-9718-2549-4899,W000001545,2021-10-14
DT00001546,26830.53,5710-4567-8085-2697,W000001546,2019-09-02
DT00001547,29191.72,6788-6615-9252-5904,W000001547,2021-11-15
DT00001548,25104.05,4418-5504-2539-1666,W000001548,2019-12-15
DT00001549,2512.88,0431-0744-6800-8865,W000001549,2019-11-17
DT00001550,15650.7,1964-2660-1927-9912,W000001550,2021-08-10
DT00001551,6980.25,1394-7689-7909-0642,W000001551,2021-06-12
DT00001552,12370.78,1227-2753-4805-0506,W000001552,2020-05-12
DT00001553,11101.49,6104-2173-1727-2127,W000001553,2021-04-03
DT00001554,8254.45,3406-0045-8713-8167,W000001554,2020-06-12
DT00001555,5001.91,9615-1693-3795-6876,W000001555,2021-01-20
DT00001556,32891.23,3866-5419-9736-9668,W000001556,2019-10-06
DT00001557,34996.87,7548-4823-7898-0679,W000001557,2021-08-10
DT00001558,2294.9,6786-2637-4745-5275,W000001558,2021-09-03
DT00001559,30741.18,6345-3679-7821-7513,W000001559,2019-12-20
DT00001560,33801.08,7698-7905-7451-7854,W000001560,2021-06-01
DT00001561,21437.02,5386-4579-6348-6495,W000001561,2022-03-02
DT00001562,30891.92,3678-6575-9526-5614,W000001562,2019-09-24
DT00001563,28515.57,1062-9921-3612-8214,W000001563,2020-11-26
DT00001564,18075.94,5391-5200-4968-3713,W000001564,2021-10-30
DT00001565,2513.52,9136-4899-6557-5429,W000001565,2020-05-06
DT00001566,33579.27,1685-3826-9472-0957,W000001566,2020-09-22
DT00001567,22704.76,7818-7256-9991-7941,W000001567,2020-10-05
DT00001568,20791.78,8439-2512-1349-9899,W000001568,2021-05-19
DT00001569,23005.69,2476-7616-5544-5978,W000001569,2020-08-14
DT00001570,31662.23,8734-6344-4490-8945,W000001570,2021-01-17
DT00001571,10377.61,2838-3437-2074-1142,W000001571,2020-10-27
DT00001572,20985.13,2785-9293-2812-4261,W000001572,2020-11-03
DT00001573,1603.76,8395-1464-7007-4552,W000001573,2020-12-29
DT00001574,15017.68,0416-7574-2362-5951,W000001574,2019-11-18
DT00001575,553.2,2464-2905-9055-2754,W000001575,2019-04-23
DT00001576,7215.65,3249-6304-8792-3356,W000001576,2020-12-23
DT00001577,4676.27,0393-0119-6113-1869,W000001577,2021-01-27
DT00001578,22888.66,4856-6918-6441-3053,W000001578,2020-05-10
DT00001579,16649.48,2522-0602-9970-4669,W000001579,2021-12-30
DT00001580,18735.14,0458-3503-1382-1953,W000001580,2020-11-19
DT00001581,11069.72,0502-1649-7792-4425,W000001581,2019-04-10
DT00001582,16217.8,6921-8946-5080-0814,W000001582,2019-09-06
DT00001583,30328.86,5177-6945-0304-7852,W000001583,2019-04-10
DT00001584,29084.23,3431-4925-6739-9103,W000001584,2021-06-25
DT00001585,12492.1,2837-6746-5140-0661,W000001585,2019-08-03
DT00001586,23774.56,1964-2660-1927-9912,W000001586,2020-10-18
DT00001587,11427.94,7704-8124-3214-7084,W000001587,2021-03-04
DT00001588,24608.65,4808-0603-8019-0651,W000001588,2021-02-22
DT00001589,14105.66,3497-9904-2768-8125,W000001589,2021-06-01
DT00001590,33742.58,9728-4154-5956-6521,W000001590,2021-11-04
DT00001591,25928.18,4253-9281-1737-2114,W000001591,2019-03-16
DT00001592,30737.01,3320-3206-4391-0557,W000001592,2019-07-04
DT00001593,2826.0,6010-9022-8558-8149,W000001593,2020-08-25
