Top_up_BankNum_ID,Amount,Bank_Num,Wallet_ID,Top_Up_Date
BT00001395,17266.31,551-735702-4,W000001395,2019-11-01
BT00001396,8137.13,534-048033-3,W000001396,2022-03-16
BT00001397,14632.82,963-483789-3,W000001397,2019-02-20
BT00001398,5496.1,171-223094-5,W000001398,2019-02-12
BT00001399,24164.61,099-772300-8,W000001399,2019-05-21
BT00001400,12625.81,767-950183-6,W000001400,2021-01-26
BT00001401,11601.32,943-321714-2,W000001401,2020-01-31
BT00001402,22296.55,411-042089-6,W000001402,2019-08-22
BT00001403,30237.25,910-375156-6,W000001403,2021-06-25
BT00001404,8520.64,016-124384-6,W000001404,2020-05-09
BT00001405,6344.44,250-378862-3,W000001405,2019-12-23
BT00001406,7043.46,163-508465-0,W000001406,2020-12-15
BT00001407,33074.59,771-937601-2,W000001407,2021-08-18
BT00001408,32563.9,030-716822-4,W000001408,2021-08-25
BT00001409,7568.61,743-189606-9,W000001409,2019-04-17
BT00001410,19412.77,895-341012-3,W000001410,2021-10-18
BT00001411,4091.14,030-716822-4,W000001411,2019-08-19
BT00001412,34340.76,862-069626-5,W000001412,2019-04-17
BT00001413,16546.03,214-552383-4,W000001413,2021-05-30
BT00001414,3801.56,228-844757-9,W000001414,2020-09-08
BT00001415,14673.68,356-228402-6,W000001415,2022-01-26
BT00001416,25119.58,835-463757-8,W000001416,2022-01-30
BT00001417,15097.91,512-505029-2,W000001417,2021-11-20
BT00001418,18457.58,834-243498-2,W000001418,2020-04-19
BT00001419,13288.63,171-467935-4,W000001419,2019-02-27
BT00001420,20104.64,168-055790-0,W000001420,2019-08-21
BT00001421,22513.32,008-393650-2,W000001421,2021-06-07
BT00001422,15286.49,910-375156-6,W000001422,2019-09-25
BT00001423,9577.5,897-024345-2,W000001423,2020-02-20
BT00001424,8468.05,810-754236-0,W000001424,2021-07-12
BT00001425,8870.52,777-220085-9,W000001425,2019-09-01
BT00001426,4602.36,752-005729-4,W000001426,2021-01-18
BT00001427,25401.2,413-798188-0,W000001427,2021-07-18
BT00001428,5100.5,264-726897-4,W000001428,2020-12-10
BT00001429,34299.81,867-511500-0,W000001429,2019-05-05
BT00001430,21715.27,377-151138-7,W000001430,2021-12-30
BT00001431,6951.04,867-097579-7,W000001431,2021-05-27
BT00001432,4754.09,838-138496-2,W000001432,2019-12-23
BT00001433,6543.75,626-568581-2,W000001433,2021-12-28
BT00001434,19089.66,755-817828-7,W000001434,2020-09-19
BT00001435,13869.54,385-864886-9,W000001435,2021-07-19
BT00001436,15916.41,969-231158-6,W000001436,2019-12-29
BT00001437,27637.4,781-593170-7,W000001437,2021-04-21
BT00001438,33588.83,434-270857-5,W000001438,2019-09-16
BT00001439,17173.75,639-915177-5,W000001439,2020-04-28
BT00001440,2504.91,269-087819-9,W000001440,2020-02-28
BT00001441,31512.89,119-721042-7,W000001441,2019-10-05
BT00001442,12143.11,784-520131-5,W000001442,2021-11-11
BT00001443,11766.14,189-929291-8,W000001443,2021-04-14
BT00001444,16005.91,965-252966-2,W000001444,2021-06-26
BT00001445,1924.14,188-372207-2,W000001445,2021-08-31
BT00001446,426.91,185-317338-7,W000001446,2019-10-13
BT00001447,22367.61,466-413105-3,W000001447,2020-09-15
BT00001448,27260.5,901-895122-4,W000001448,2020-07-29
BT00001449,25586.85,407-102236-3,W000001449,2022-02-17
BT00001450,32527.3,180-317393-4,W000001450,2021-11-21
BT00001451,27601.29,055-162879-8,W000001451,2020-06-18
BT00001452,667.03,150-656914-9,W000001452,2021-09-06
BT00001453,11950.94,549-201782-7,W000001453,2019-04-29
BT00001454,8450.19,019-277436-1,W000001454,2020-07-04
BT00001455,34535.74,131-545327-5,W000001455,2022-02-28
BT00001456,28802.24,464-385739-5,W000001456,2019-09-27
BT00001457,25113.74,117-783804-9,W000001457,2022-02-28
BT00001458,16093.2,011-857145-3,W000001458,2019-05-16
BT00001459,32405.31,169-455109-5,W000001459,2020-06-22
BT00001460,21028.98,697-000046-8,W000001460,2019-01-13
BT00001461,22551.72,204-415010-9,W000001461,2020-04-04
BT00001462,998.25,019-232956-9,W000001462,2020-08-10
BT00001463,26252.31,619-750122-3,W000001463,2019-10-08
BT00001464,28105.25,813-693189-5,W000001464,2022-01-25
BT00001465,9993.92,096-192322-7,W000001465,2020-07-23
BT00001466,16957.42,080-781890-6,W000001466,2021-05-25
BT00001467,26816.81,030-032445-4,W000001467,2019-11-24
BT00001468,21011.88,230-751442-0,W000001468,2021-09-22
BT00001469,24175.37,293-875897-3,W000001469,2019-03-10
BT00001470,12495.95,284-978583-8,W000001470,2021-07-05
BT00001471,21449.59,726-348351-1,W000001471,2019-06-01
BT00001472,28372.93,886-126899-4,W000001472,2019-02-25
BT00001473,4511.8,050-042869-6,W000001473,2019-10-20
BT00001474,11390.86,817-897901-5,W000001474,2022-01-09
BT00001475,31933.45,049-183652-1,W000001475,2019-07-18
BT00001476,16499.61,844-591250-9,W000001476,2020-10-24
BT00001477,26883.25,811-781834-4,W000001477,2021-06-09
BT00001478,31944.26,603-088947-5,W000001478,2019-01-11
BT00001479,3261.47,248-603272-8,W000001479,2019-08-07
BT00001480,22075.73,445-885637-8,W000001480,2021-10-24
BT00001481,25280.51,731-830643-6,W000001481,2020-01-30
BT00001482,34949.75,498-127100-4,W000001482,2021-08-04
BT00001483,3411.01,451-438057-6,W000001483,2021-10-15
BT00001484,18441.65,415-891082-3,W000001484,2019-09-01
BT00001485,10686.54,093-585419-8,W000001485,2019-12-24
BT00001486,27292.43,337-803871-0,W000001486,2021-03-27
BT00001487,12156.22,880-109954-6,W000001487,2020-08-09
BT00001488,20035.74,968-472486-9,W000001488,2020-07-09
BT00001489,24132.9,236-646042-5,W000001489,2021-03-08
BT00001490,13699.92,348-120151-2,W000001490,2019-01-22
BT00001491,19752.74,770-504542-2,W000001491,2021-03-08
BT00001492,32901.67,793-180234-4,W000001492,2022-03-10
BT00001493,30872.58,451-174603-7,W000001493,2020-04-12
BT00001494,33243.54,251-844599-2,W000001494,2020-08-22
BT00001495,11546.02,907-345519-8,W000001495,2020-02-04
BT00001496,34617.59,632-657492-1,W000001496,2021-06-27
BT00001497,21026.56,017-557541-5,W000001497,2019-01-19
BT00001498,1021.72,834-824876-8,W000001498,2020-04-04
BT00001499,20610.21,727-057025-3,W000001499,2019-09-22
BT00001500,29982.62,062-335714-0,W000001500,2019-09-22
BT00001501,21958.25,149-225294-4,W000001501,2019-10-11
BT00001502,3668.43,947-820591-0,W000001502,2019-05-06
BT00001503,21963.05,257-746461-9,W000001503,2021-10-24
BT00001504,2608.01,348-292774-2,W000001504,2019-04-09
BT00001505,34688.32,852-807773-9,W000001505,2019-12-11
BT00001506,16267.28,755-829340-9,W000001506,2020-02-17
BT00001507,21202.6,230-473373-2,W000001507,2020-07-09
BT00001508,10801.39,331-095318-5,W000001508,2022-01-19
BT00001509,33985.65,466-507318-5,W000001509,2022-01-01
BT00001510,4884.25,356-122654-0,W000001510,2021-08-31
BT00001511,12079.09,830-286257-9,W000001511,2019-01-08
BT00001512,30579.34,900-512773-1,W000001512,2019-07-15
BT00001513,12736.12,385-630624-3,W000001513,2019-07-26
BT00001514,26037.27,368-181370-6,W000001514,2019-01-01
BT00001515,11438.51,434-486652-4,W000001515,2019-12-21
BT00001516,14016.58,915-070235-0,W000001516,2019-11-20
BT00001517,33675.32,192-992900-0,W000001517,2019-12-21
BT00001518,9750.32,694-099934-4,W000001518,2020-03-20
BT00001519,30322.05,698-368939-9,W000001519,2021-04-13
BT00001520,8365.89,206-830171-5,W000001520,2020-06-10
BT00001521,18566.52,240-868313-3,W000001521,2020-08-22
BT00001522,34411.55,796-711693-9,W000001522,2020-11-20
BT00001523,26258.01,744-729394-5,W000001523,2020-05-16
BT00001524,8917.05,954-572163-8,W000001524,2020-01-13
BT00001525,31612.46,845-159716-9,W000001525,2019-03-26
BT00001526,32970.6,512-128091-4,W000001526,2020-01-22
BT00001527,27125.74,404-092316-1,W000001527,2019-08-14
BT00001528,12537.59,797-282013-4,W000001528,2019-03-18
BT00001529,9844.16,702-418964-3,W000001529,2022-01-06
BT00001530,25469.6,755-829340-9,W000001530,2021-08-15
BT00001531,11417.52,669-716019-4,W000001531,2021-09-09
BT00001532,12107.92,527-888068-3,W000001532,2019-06-21
BT00001533,23299.35,696-754297-2,W000001533,2020-07-05
BT00001534,12478.39,426-931717-9,W000001534,2019-03-23
BT00001535,25856.86,036-017906-0,W000001535,2020-11-22
BT00001536,18773.85,025-207305-5,W000001536,2020-05-12
BT00001537,25569.67,109-540584-2,W000001537,2020-09-14
BT00001538,14416.6,249-379332-6,W000001538,2021-07-01
BT00001539,15700.37,397-838510-7,W000001539,2019-06-23
BT00001540,29853.3,084-031744-9,W000001540,2020-06-09
BT00001541,15633.0,295-806896-4,W000001541,2022-01-22
BT00001542,19651.3,798-104992-8,W000001542,2019-03-15
BT00001543,14724.67,314-236276-0,W000001543,2019-07-21
BT00001544,388.25,856-299064-1,W000001544,2020-01-02
BT00001545,12441.37,511-385094-0,W000001545,2021-10-14
BT00001546,22450.85,648-641259-9,W000001546,2019-09-02
BT00001547,4233.16,876-955775-3,W000001547,2021-11-15
BT00001548,34919.57,752-695418-8,W000001548,2019-12-15
BT00001549,909.84,250-378862-3,W000001549,2019-11-17
BT00001550,11288.04,789-777578-2,W000001550,2021-08-10
BT00001551,23315.79,247-225235-9,W000001551,2021-06-12
BT00001552,33409.44,561-901297-0,W000001552,2020-05-12
BT00001553,2278.11,922-845875-6,W000001553,2021-04-03
BT00001554,27561.34,992-857191-4,W000001554,2020-06-12
BT00001555,10075.8,817-897901-5,W000001555,2021-01-20
BT00001556,24159.41,294-348305-2,W000001556,2019-10-06
BT00001557,27475.98,445-885637-8,W000001557,2021-08-10
BT00001558,1428.47,632-660547-7,W000001558,2021-09-03
BT00001559,28994.51,040-407225-4,W000001559,2019-12-20
BT00001560,19196.68,429-410786-6,W000001560,2021-06-01
BT00001561,10986.16,228-416291-1,W000001561,2022-03-02
BT00001562,34355.54,803-452954-9,W000001562,2019-09-24
BT00001563,17240.23,869-248808-7,W000001563,2020-11-26
BT00001564,6974.82,319-897564-2,W000001564,2021-10-30
BT00001565,6816.28,689-723242-7,W000001565,2020-05-06
BT00001566,14903.31,212-995331-2,W000001566,2020-09-22
BT00001567,33121.0,576-491164-9,W000001567,2020-10-05
BT00001568,6666.63,087-974973-2,W000001568,2021-05-19
BT00001569,7115.84,762-461342-3,W000001569,2020-08-14
BT00001570,27320.91,918-891784-0,W000001570,2021-01-17
BT00001571,30951.65,939-251703-1,W000001571,2020-10-27
BT00001572,30042.86,672-970538-8,W000001572,2020-11-03
BT00001573,33642.17,685-355687-9,W000001573,2020-12-29
BT00001574,9993.69,465-726194-2,W000001574,2019-11-18
BT00001575,19489.32,296-466007-5,W000001575,2019-04-23
BT00001576,31844.72,927-216123-4,W000001576,2020-12-23
BT00001577,9349.55,892-392624-5,W000001577,2021-01-27
BT00001578,27474.5,937-645875-8,W000001578,2020-05-10
BT00001579,25511.9,806-288969-1,W000001579,2021-12-30
BT00001580,16127.27,329-540953-2,W000001580,2020-11-19
BT00001581,11540.13,600-542943-9,W000001581,2019-04-10
BT00001582,5082.81,125-049214-7,W000001582,2019-09-06
BT00001583,16504.21,549-201782-7,W000001583,2019-04-10
BT00001584,32545.36,681-347514-1,W000001584,2021-06-25
BT00001585,29182.38,293-875897-3,W000001585,2019-08-03
BT00001586,431.69,492-429432-1,W000001586,2020-10-18
BT00001587,13969.23,569-955886-9,W000001587,2021-03-04
BT00001588,16298.56,893-700431-6,W000001588,2021-02-22
BT00001589,29280.53,794-354850-3,W000001589,2021-06-01
BT00001590,9691.12,154-936193-3,W000001590,2021-11-04
BT00001591,24327.28,095-198501-1,W000001591,2019-03-16
BT00001592,6107.86,299-251243-5,W000001592,2019-07-04
BT00001593,27892.55,768-349619-0,W000001593,2020-08-25
BT00001594,5293.71,073-751471-4,W000001594,2021-02-11
BT00001595,1063.24,584-375042-7,W000001595,2019-06-16
BT00001596,4847.13,097-829507-2,W000001596,2022-02-23
BT00001597,17728.94,655-228205-8,W000001597,2019-11-25
BT00001598,13223.59,305-959617-4,W000001598,2020-12-11
BT00001599,4330.13,814-561387-4,W000001599,2021-05-30
BT00001600,31983.86,834-243498-2,W000001600,2021-05-03
BT00001601,1989.05,062-750540-9,W000001601,2021-10-29
BT00001602,28210.33,063-747676-3,W000001602,2021-07-14
BT00001603,488.23,266-030084-0,W000001603,2019-06-04
BT00001604,5332.92,831-001228-2,W000001604,2019-11-21
BT00001605,16230.89,288-042531-5,W000001605,2020-11-20
BT00001606,31528.52,330-973454-1,W000001606,2019-05-03
BT00001607,17746.16,773-294843-0,W000001607,2020-01-15
BT00001608,18538.92,453-218055-4,W000001608,2021-11-10
BT00001609,15325.1,278-955783-2,W000001609,2020-01-15
BT00001610,29996.29,797-075586-7,W000001610,2020-06-19
BT00001611,27899.06,599-920427-6,W000001611,2020-01-23
BT00001612,12197.57,526-745544-2,W000001612,2020-11-13
BT00001613,16598.4,953-839838-5,W000001613,2019-10-06
BT00001614,26680.48,124-803585-5,W000001614,2019-01-22
BT00001615,14431.51,310-811362-6,W000001615,2022-02-25
BT00001616,8351.65,035-357017-9,W000001616,2019-11-13
BT00001617,23436.84,434-956997-7,W000001617,2021-11-02
BT00001618,2928.03,610-119939-5,W000001618,2019-10-06
BT00001619,2753.09,393-997226-7,W000001619,2021-08-22
BT00001620,34534.47,220-977262-1,W000001620,2020-09-06
BT00001621,28637.0,654-314614-9,W000001621,2020-04-13
BT00001622,21696.95,405-503922-5,W000001622,2020-12-12
BT00001623,21054.99,565-362117-6,W000001623,2021-03-22
BT00001624,15126.39,992-857191-4,W000001624,2021-01-18
BT00001625,19301.18,581-320167-1,W000001625,2020-09-10
BT00001626,24464.34,967-739504-2,W000001626,2020-05-19
BT00001627,33987.29,998-031259-2,W000001627,2021-09-15
BT00001628,8077.47,786-287089-7,W000001628,2019-09-09
BT00001629,26338.91,903-980965-4,W000001629,2021-06-22
BT00001630,23002.8,827-674466-0,W000001630,2020-08-01
BT00001631,24530.52,943-659602-2,W000001631,2019-09-20
BT00001632,21965.39,186-736494-8,W000001632,2019-06-19
BT00001633,2961.54,787-619017-8,W000001633,2019-06-28
BT00001634,25375.95,682-247603-6,W000001634,2019-07-16
BT00001635,16481.03,678-610640-0,W000001635,2019-12-05
BT00001636,22357.48,928-808755-7,W000001636,2021-08-16
BT00001637,25904.71,495-673242-9,W000001637,2020-09-25
BT00001638,22843.2,468-934843-4,W000001638,2021-01-24
BT00001639,1669.4,655-353704-5,W000001639,2022-02-26
BT00001640,17139.14,496-549292-9,W000001640,2022-03-09
BT00001641,5435.2,743-665251-9,W000001641,2021-12-08
BT00001642,18886.56,729-134711-2,W000001642,2022-03-04
BT00001643,5060.73,704-378678-6,W000001643,2019-03-14
BT00001644,27757.78,069-796203-1,W000001644,2019-10-08
BT00001645,11130.96,826-263106-7,W000001645,2020-11-30
BT00001646,11180.62,319-044780-0,W000001646,2020-08-28
BT00001647,26066.66,052-721601-1,W000001647,2019-12-10
BT00001648,21829.99,171-467935-4,W000001648,2020-02-10
BT00001649,10000.77,940-638764-6,W000001649,2021-11-18
BT00001650,8930.3,689-723242-7,W000001650,2021-07-06
BT00001651,24607.97,937-573949-7,W000001651,2020-06-01
BT00001652,26879.03,858-546018-5,W000001652,2020-04-15
BT00001653,8514.09,654-314614-9,W000001653,2021-02-18
BT00001654,12522.47,752-005729-4,W000001654,2021-06-09
BT00001655,26786.1,910-125467-8,W000001655,2020-09-12
BT00001656,10164.96,281-743778-3,W000001656,2021-08-08
BT00001657,3648.26,815-997620-0,W000001657,2021-05-02
BT00001658,18666.84,446-081128-8,W000001658,2021-05-28
BT00001659,16423.32,897-024345-2,W000001659,2021-01-15
BT00001660,13856.61,599-920427-6,W000001660,2019-05-16
BT00001661,17232.28,970-364945-1,W000001661,2019-01-26
BT00001662,26815.36,319-897564-2,W000001662,2021-09-03
BT00001663,33844.08,131-545327-5,W000001663,2020-04-02
BT00001664,17333.9,940-860903-6,W000001664,2019-10-08
BT00001665,12498.22,457-288690-0,W000001665,2019-04-17
BT00001666,25170.39,620-893201-8,W000001666,2019-06-06
BT00001667,22057.76,136-979062-3,W000001667,2019-02-25
BT00001668,10643.07,671-676021-6,W000001668,2020-11-23
BT00001669,14088.94,745-321615-1,W000001669,2021-09-02
BT00001670,15437.29,041-776145-0,W000001670,2019-07-12
BT00001671,26741.75,784-851783-4,W000001671,2020-02-08
BT00001672,3295.93,683-253178-0,W000001672,2019-12-14
BT00001673,299.83,977-696339-4,W000001673,2019-12-21
BT00001674,21155.1,399-869451-1,W000001674,2021-09-05
BT00001675,25656.28,971-801697-4,W000001675,2021-05-03
BT00001676,34125.61,463-847396-8,W000001676,2020-01-30
BT00001677,26598.22,276-910385-5,W000001677,2021-06-09
BT00001678,749.72,228-720364-0,W000001678,2022-01-12
BT00001679,30752.29,886-749549-5,W000001679,2019-11-25
BT00001680,22144.95,815-702947-8,W000001680,2019-07-24
BT00001681,2790.31,050-359424-3,W000001681,2021-02-21
BT00001682,33712.86,315-821916-3,W000001682,2021-07-21
BT00001683,14343.44,063-747676-3,W000001683,2021-03-11
BT00001684,29599.81,474-742024-2,W000001684,2019-08-24
BT00001685,30283.63,651-308399-7,W000001685,2021-08-20
BT00001686,19016.42,645-348948-1,W000001686,2021-07-05
BT00001687,24416.61,010-350736-8,W000001687,2021-01-31
BT00001688,8288.7,445-659610-7,W000001688,2021-05-12
BT00001689,6313.68,681-665815-8,W000001689,2021-06-19
BT00001690,31435.11,016-124384-6,W000001690,2020-05-07
BT00001691,10953.95,324-281001-7,W000001691,2019-01-05
BT00001692,4930.47,206-830171-5,W000001692,2019-08-17
BT00001693,28434.33,874-777443-6,W000001693,2021-12-26
BT00001694,6115.49,284-747694-5,W000001694,2022-02-23
BT00001695,3769.61,877-915037-5,W000001695,2019-02-11
BT00001696,30812.77,965-252966-2,W000001696,2019-08-31
BT00001697,4479.37,764-438161-8,W000001697,2021-07-01
BT00001698,16077.4,817-897901-5,W000001698,2020-09-06
BT00001699,28728.74,285-573798-1,W000001699,2021-01-30
BT00001700,33682.79,169-455109-5,W000001700,2021-07-20
BT00001701,21018.06,035-988195-8,W000001701,2021-08-26
BT00001702,2124.15,016-232252-1,W000001702,2019-01-25
BT00001703,28217.95,119-576394-4,W000001703,2020-05-09
BT00001704,24057.57,023-357581-8,W000001704,2021-06-02
BT00001705,9286.32,532-590646-3,W000001705,2019-05-01
BT00001706,7180.25,527-163183-1,W000001706,2019-06-07
BT00001707,34269.72,237-841885-7,W000001707,2021-07-22
BT00001708,26956.75,535-515614-7,W000001708,2021-06-10
BT00001709,23844.48,735-898577-2,W000001709,2020-11-23
BT00001710,18944.73,737-225332-9,W000001710,2019-01-16
BT00001711,22968.59,661-958867-1,W000001711,2020-11-28
BT00001712,4391.28,650-260327-3,W000001712,2022-01-25
BT00001713,2304.69,753-507353-6,W000001713,2021-04-05
BT00001714,26360.42,776-446207-9,W000001714,2020-01-09
BT00001715,13488.1,393-238054-5,W000001715,2020-03-07
BT00001716,6822.64,446-081128-8,W000001716,2019-04-04
BT00001717,26919.28,123-478893-4,W000001717,2021-03-28
BT00001718,10130.11,267-639068-3,W000001718,2020-06-29
BT00001719,27805.65,037-665243-4,W000001719,2020-01-02
BT00001720,19674.56,501-457663-3,W000001720,2019-05-07
BT00001721,20495.65,928-673373-4,W000001721,2019-10-18
BT00001722,20873.89,134-547657-5,W000001722,2021-03-29
BT00001723,23500.91,128-056313-5,W000001723,2020-12-30
BT00001724,9358.57,753-269282-9,W000001724,2019-07-16
BT00001725,7813.43,967-320614-5,W000001725,2019-01-20
BT00001726,1088.51,093-347483-0,W000001726,2020-05-27
BT00001727,7784.48,652-808077-4,W000001727,2021-06-25
BT00001728,4759.57,505-092137-3,W000001728,2021-03-02
BT00001729,23118.81,031-575191-7,W000001729,2022-02-06
BT00001730,13022.45,304-657162-5,W000001730,2020-05-15
BT00001731,31150.48,692-567822-5,W000001731,2020-01-19
BT00001732,22544.19,486-116797-0,W000001732,2021-07-20
BT00001733,15589.78,007-610290-1,W000001733,2022-01-16
BT00001734,23999.02,852-703911-6,W000001734,2019-04-10
BT00001735,14349.57,745-212940-2,W000001735,2019-04-26
BT00001736,5620.96,969-231158-6,W000001736,2019-11-27
BT00001737,10667.56,907-037382-2,W000001737,2021-08-17
BT00001738,29310.59,911-782647-2,W000001738,2019-11-09
BT00001739,8583.94,107-985078-7,W000001739,2020-10-27
BT00001740,17762.09,375-479480-1,W000001740,2021-11-26
BT00001741,28676.68,887-093133-3,W000001741,2021-12-02
BT00001742,18324.06,247-128336-9,W000001742,2019-12-10
BT00001743,34830.44,874-856431-3,W000001743,2021-03-31
BT00001744,28786.23,799-694108-8,W000001744,2019-03-21
BT00001745,31448.23,565-362117-6,W000001745,2021-07-19
BT00001746,7873.77,986-403336-9,W000001746,2020-03-29
BT00001747,18687.75,083-372516-7,W000001747,2020-04-01
BT00001748,22291.42,797-075586-7,W000001748,2020-07-23
BT00001749,3991.17,827-103231-0,W000001749,2020-01-30
BT00001750,34348.99,996-099885-9,W000001750,2020-06-23
BT00001751,24555.72,763-345420-3,W000001751,2019-04-16
BT00001752,18222.82,087-128418-3,W000001752,2020-06-01
BT00001753,28036.09,381-591285-9,W000001753,2019-11-01
BT00001754,24405.79,554-952316-3,W000001754,2021-11-29
BT00001755,11722.81,998-305925-8,W000001755,2019-08-06
BT00001756,1407.8,479-218089-7,W000001756,2021-09-12
BT00001757,16651.96,105-844737-6,W000001757,2019-05-03
BT00001758,26310.94,996-971976-9,W000001758,2019-04-19
BT00001759,30772.65,547-470277-0,W000001759,2020-03-04
BT00001760,25520.67,294-016576-8,W000001760,2020-03-22
BT00001761,24924.29,293-775476-5,W000001761,2019-05-26
BT00001762,5256.9,842-519324-3,W000001762,2021-07-27
BT00001763,8636.98,108-148656-6,W000001763,2020-10-29
BT00001764,34518.26,727-728982-6,W000001764,2021-05-01
BT00001765,19087.7,532-865493-3,W000001765,2020-04-27
BT00001766,19302.66,269-310455-4,W000001766,2022-02-22
BT00001767,29098.07,735-898577-2,W000001767,2021-10-30
BT00001768,757.28,648-641259-9,W000001768,2021-06-06
BT00001769,9594.08,274-332373-2,W000001769,2021-11-28
BT00001770,13731.16,646-994290-8,W000001770,2020-02-21
BT00001771,28803.72,524-650745-1,W000001771,2022-02-10
BT00001772,10808.12,143-756192-1,W000001772,2019-06-05
BT00001773,25004.02,588-046346-9,W000001773,2022-02-07
BT00001774,25523.64,053-794388-0,W000001774,2021-10-12
BT00001775,33427.26,918-761765-8,W000001775,2020-07-25
BT00001776,22284.01,248-541280-2,W000001776,2022-01-12
BT00001777,673.41,852-703911-6,W000001777,2020-07-08
BT00001778,8500.8,735-898577-2,W000001778,2019-02-12
BT00001779,2187.8,877-047087-7,W000001779,2020-07-21
BT00001780,962.43,187-896968-9,W000001780,2019-09-05
BT00001781,22450.75,512-655916-7,W000001781,2019-08-10
BT00001782,6438.1,192-992900-0,W000001782,2021-11-06
BT00001783,21311.11,518-131357-8,W000001783,2021-12-10
BT00001784,29673.46,728-739312-3,W000001784,2020-05-05
BT00001785,21175.53,171-532294-1,W000001785,2020-05-22
BT00001786,4673.99,137-956807-7,W000001786,2019-12-31
BT00001787,23499.57,843-947337-9,W000001787,2019-07-20
BT00001788,25901.57,504-608538-3,W000001788,2020-06-26
BT00001789,18761.44,805-663965-2,W000001789,2021-08-14
BT00001790,32683.03,024-008528-7,W000001790,2021-02-15
BT00001791,8631.71,651-308399-7,W000001791,2020-12-21
BT00001792,13040.6,270-967723-8,W000001792,2020-06-11
BT00001793,18352.33,743-189606-9,W000001793,2019-03-22
BT00001794,997.68,317-803815-7,W000001794,2019-05-17
BT00001795,23872.84,592-715481-3,W000001795,2022-02-24
BT00001796,24875.77,534-048033-3,W000001796,2022-01-17
BT00001797,13190.25,362-681305-0,W000001797,2021-11-29
BT00001798,1239.69,860-262299-4,W000001798,2020-11-01
BT00001799,6634.71,429-537642-6,W000001799,2021-01-09
BT00001800,16206.87,556-272544-9,W000001800,2021-09-06
BT00001801,24861.06,803-396183-3,W000001801,2021-06-25
BT00001802,5722.65,399-698729-3,W000001802,2020-09-07
BT00001803,22155.36,388-933767-8,W000001803,2021-06-15
BT00001804,7255.76,435-541320-8,W000001804,2021-05-09
BT00001805,23513.78,624-406248-8,W000001805,2019-12-17
BT00001806,19319.85,432-398921-8,W000001806,2019-12-05
BT00001807,23639.82,230-473373-2,W000001807,2020-09-06
BT00001808,32304.94,412-657464-4,W000001808,2022-01-02
BT00001809,13705.32,756-787360-4,W000001809,2021-09-14
BT00001810,23946.9,729-151906-3,W000001810,2020-09-10
BT00001811,2338.4,463-661241-6,W000001811,2020-07-30
BT00001812,30254.16,956-422430-9,W000001812,2019-05-17
BT00001813,5684.01,542-635473-1,W000001813,2021-04-10
BT00001814,16157.48,601-174712-0,W000001814,2021-03-04
BT00001815,12777.47,443-725890-4,W000001815,2021-05-06
BT00001816,31032.65,271-219724-3,W000001816,2021-03-25
BT00001817,6549.93,353-233260-7,W000001817,2019-09-10
BT00001818,25541.73,058-817244-8,W000001818,2020-04-18
BT00001819,21583.03,476-990032-0,W000001819,2021-08-28
BT00001820,29145.28,057-748837-4,W000001820,2019-04-15
BT00001821,12636.67,847-104808-3,W000001821,2021-10-14
BT00001822,291.16,954-609586-3,W000001822,2022-01-22
BT00001823,5927.16,169-093071-4,W000001823,2020-07-28
BT00001824,33219.21,648-273684-7,W000001824,2022-02-25
BT00001825,25604.07,817-897901-5,W000001825,2020-02-04
BT00001826,33121.22,276-374656-6,W000001826,2021-02-26
BT00001827,8350.55,180-366983-5,W000001827,2020-12-28
BT00001828,12526.8,849-768878-6,W000001828,2019-12-19
BT00001829,34413.13,286-985964-4,W000001829,2019-10-24
BT00001830,1474.45,576-489744-6,W000001830,2020-02-24
BT00001831,21104.54,727-728982-6,W000001831,2020-03-23
BT00001832,31944.0,255-001261-8,W000001832,2019-05-04
BT00001833,3735.64,533-766234-6,W000001833,2020-06-30
BT00001834,14139.23,188-372207-2,W000001834,2020-02-01
BT00001835,21545.76,204-518905-7,W000001835,2020-10-29
BT00001836,27983.08,642-905707-4,W000001836,2020-01-02
BT00001837,22439.48,518-858147-8,W000001837,2020-12-05
BT00001838,8525.56,270-987639-0,W000001838,2019-09-15
BT00001839,16813.99,157-422281-2,W000001839,2019-11-11
BT00001840,22562.39,783-696017-9,W000001840,2022-01-31
BT00001841,3886.54,212-995331-2,W000001841,2020-06-19
BT00001842,34331.13,132-302937-7,W000001842,2020-08-22
BT00001843,30806.7,177-672369-9,W000001843,2020-02-22
BT00001844,5567.61,857-531443-9,W000001844,2020-04-12
BT00001845,21739.13,600-542943-9,W000001845,2021-07-09
BT00001846,9984.49,717-010413-9,W000001846,2019-05-20
BT00001847,8832.64,078-107771-0,W000001847,2019-01-19
BT00001848,25079.21,150-656914-9,W000001848,2019-03-07
BT00001849,32950.93,124-156097-9,W000001849,2020-02-28
BT00001850,28772.27,993-862696-9,W000001850,2019-07-20
BT00001851,7633.07,368-923074-8,W000001851,2019-05-28
BT00001852,6913.59,091-296191-9,W000001852,2021-02-18
BT00001853,26669.78,375-275948-9,W000001853,2020-01-31
BT00001854,28010.25,843-906636-2,W000001854,2022-03-10
BT00001855,29946.09,591-244955-9,W000001855,2019-04-18
BT00001856,23892.11,239-868835-7,W000001856,2021-06-29
BT00001857,3842.68,210-947895-9,W000001857,2021-07-16
BT00001858,26980.57,500-054553-6,W000001858,2020-12-22
BT00001859,9218.78,849-764519-0,W000001859,2021-01-31
