Top_up_Credit_Card_ID,Balanced,Credit_Card_Number,Wallet_ID,Top_Up_Date
CT00001194,102284.01,8678-5476-1827-9048,W000001194,2022-03-05
CT00001195,899962.7,3213-2151-4277-4200,W000001195,2020-10-15
CT00001196,86344.5,0195-8566-9779-0481,W000001196,2021-02-01
CT00001197,992511.37,5456-5717-9810-1274,W000001197,2021-10-23
CT00001198,655245.73,0840-4559-7565-6729,W000001198,2020-05-23
CT00001199,125784.89,9354-2811-7785-4352,W000001199,2019-11-15
CT00001200,579389.78,4985-9776-5553-1159,W000001200,2020-03-09
CT00001201,953355.32,6720-3104-1203-6968,W000001201,2021-04-27
CT00001202,750065.82,4676-7244-9482-3177,W000001202,2020-09-01
CT00001203,513641.41,2715-8175-6208-9599,W000001203,2020-07-19
CT00001204,183912.02,2238-0682-9282-8017,W000001204,2019-10-03
CT00001205,156720.16,1478-0925-5718-4040,W000001205,2020-04-21
CT00001206,701734.78,7042-5797-7156-8417,W000001206,2022-02-14
CT00001207,626222.39,5746-3578-0387-0837,W000001207,2020-06-22
CT00001208,293176.83,4478-7775-2645-6144,W000001208,2020-12-06
CT00001209,979131.06,6373-2972-7357-4664,W000001209,2019-03-26
CT00001210,889093.67,6400-1443-8620-8200,W000001210,2021-01-17
CT00001211,138912.99,4014-1065-6628-2984,W000001211,2019-11-21
CT00001212,410021.9,2353-5911-0055-2917,W000001212,2021-10-22
CT00001213,293097.41,2177-9041-6407-5470,W000001213,2020-01-09
CT00001214,881127.5,6305-0902-5057-0001,W000001214,2019-09-01
CT00001215,588001.26,4551-7599-0593-9439,W000001215,2021-07-15
CT00001216,848602.74,3513-7794-5489-4192,W000001216,2021-02-02
CT00001217,178596.94,9176-8721-4458-3444,W000001217,2019-08-05
CT00001218,902362.01,6751-6991-6354-7313,W000001218,2021-11-20
CT00001219,130065.73,1958-7439-4926-0934,W000001219,2020-08-25
CT00001220,270679.05,4783-9818-6541-1175,W000001220,2021-07-15
CT00001221,886653.03,5913-1744-5146-4050,W000001221,2019-08-27
CT00001222,62262.93,8545-8572-0919-1525,W000001222,2019-09-21
CT00001223,192436.64,5106-6573-7824-8925,W000001223,2020-06-29
CT00001224,6701.77,2974-3734-2188-2204,W000001224,2020-12-03
CT00001225,76256.2,0456-1001-9835-2888,W000001225,2020-04-11
CT00001226,403647.67,7759-9278-2077-8540,W000001226,2021-02-07
CT00001227,824913.47,0885-2180-2449-0313,W000001227,2021-11-27
CT00001228,419142.34,4814-9178-9159-0063,W000001228,2020-08-18
CT00001229,454640.03,9027-7541-2551-1227,W000001229,2020-05-14
CT00001230,733665.92,6199-1185-4940-3066,W000001230,2019-03-28
CT00001231,367871.87,1756-8758-5153-8804,W000001231,2020-07-28
CT00001232,94480.63,4840-0637-3698-5733,W000001232,2021-11-05
CT00001233,76237.34,5846-2993-3269-8365,W000001233,2022-01-26
CT00001234,967058.38,8694-5114-6984-2711,W000001234,2021-08-03
CT00001235,429029.23,1491-6102-0404-7643,W000001235,2019-07-04
CT00001236,191708.95,5510-5439-0733-1351,W000001236,2020-05-10
CT00001237,374298.47,3507-3524-1108-1703,W000001237,2019-09-24
CT00001238,197580.89,8589-2022-8119-5194,W000001238,2020-08-09
CT00001239,800384.44,5197-2226-0857-3450,W000001239,2020-09-20
CT00001240,596855.13,7316-7389-9301-0141,W000001240,2020-03-02
CT00001241,440106.97,9980-4122-8142-4112,W000001241,2021-09-14
CT00001242,813088.93,8078-0696-6411-5885,W000001242,2021-04-23
CT00001243,912973.81,2987-3596-4619-2965,W000001243,2021-03-12
CT00001244,556535.69,3188-2115-7579-1096,W000001244,2021-07-14
CT00001245,919350.5,4665-5062-7134-1045,W000001245,2019-06-18
CT00001246,921502.86,0747-2678-1435-5573,W000001246,2020-05-04
CT00001247,763596.5,1373-9223-4567-6054,W000001247,2020-04-27
CT00001248,823022.3,4502-7627-6011-1789,W000001248,2020-09-10
CT00001249,319490.75,8659-7393-3479-0843,W000001249,2021-07-25
CT00001250,540980.13,9810-2959-9073-6228,W000001250,2021-10-28
CT00001251,702663.75,2555-1486-4418-9153,W000001251,2019-04-24
CT00001252,372113.13,4289-7945-4494-0717,W000001252,2021-04-27
CT00001253,457418.97,2266-4569-0941-7898,W000001253,2019-06-09
CT00001254,734909.68,0318-1864-8367-4491,W000001254,2021-07-31
CT00001255,919268.35,1050-6965-9960-2377,W000001255,2020-11-26
CT00001256,464196.87,5376-4652-9140-7270,W000001256,2020-10-01
CT00001257,919117.86,8678-5476-1827-9048,W000001257,2020-06-09
CT00001258,78226.07,9414-0256-2544-2682,W000001258,2021-12-08
CT00001259,900692.96,2168-6207-6695-4805,W000001259,2019-01-30
CT00001260,681315.91,9399-5841-6295-0505,W000001260,2020-05-30
CT00001261,438198.61,2126-9295-5982-0141,W000001261,2020-05-20
CT00001262,282023.71,8400-3828-1343-9626,W000001262,2021-12-11
CT00001263,603550.32,3500-6032-4356-9422,W000001263,2019-01-25
CT00001264,633705.21,5992-3533-8842-6383,W000001264,2020-07-20
CT00001265,706459.41,4482-8557-9619-2794,W000001265,2020-07-08
CT00001266,286022.65,1025-4877-0599-3799,W000001266,2020-07-01
CT00001267,856409.01,3329-9077-1881-2735,W000001267,2019-07-31
CT00001268,851594.32,5691-9031-3584-2377,W000001268,2020-09-09
CT00001269,1523.89,2394-9508-8481-3846,W000001269,2019-03-28
CT00001270,61574.65,7368-0055-7901-5496,W000001270,2019-04-14
CT00001271,669743.61,4699-1886-8935-0981,W000001271,2019-01-05
CT00001272,932588.92,3470-2151-2370-2980,W000001272,2021-07-26
CT00001273,322431.35,8591-3508-8662-9246,W000001273,2020-12-15
CT00001274,850404.49,3396-8108-5983-3172,W000001274,2020-12-27
CT00001275,9238.0,6303-9812-1890-4185,W000001275,2021-10-08
CT00001276,888334.63,5154-7888-5043-8756,W000001276,2019-12-28
CT00001277,46684.29,0036-7190-1362-8968,W000001277,2022-03-08
CT00001278,583897.09,5697-9555-0993-4895,W000001278,2021-04-05
CT00001279,738878.05,3655-7112-6432-8962,W000001279,2021-04-08
CT00001280,70590.74,6922-7496-5171-3276,W000001280,2020-01-09
CT00001281,25483.6,4476-9907-4374-2415,W000001281,2021-09-04
CT00001282,548528.78,1911-3273-0439-1867,W000001282,2020-10-29
CT00001283,792778.78,7178-8490-2964-6434,W000001283,2021-07-07
CT00001284,677561.74,7362-7742-2474-2339,W000001284,2022-01-26
CT00001285,42051.24,8974-5751-3478-8362,W000001285,2022-02-02
CT00001286,866018.79,9707-2198-7784-1034,W000001286,2020-11-18
CT00001287,377849.62,4619-0135-8310-4386,W000001287,2020-01-20
CT00001288,184408.79,4805-4548-8137-2486,W000001288,2021-02-04
CT00001289,143618.38,0864-3110-9384-6285,W000001289,2022-02-11
CT00001290,175639.39,7570-5269-0818-7358,W000001290,2021-02-10
CT00001291,411282.89,9573-5035-6116-5806,W000001291,2021-02-26
CT00001292,96707.92,7101-2371-3705-7960,W000001292,2021-10-26
CT00001293,716015.91,4465-6598-4509-1416,W000001293,2019-10-26
CT00001294,915852.89,2099-1451-7757-5104,W000001294,2019-03-26
CT00001295,795809.86,3468-8369-1620-2798,W000001295,2020-05-09
CT00001296,649205.65,0026-4833-8822-9916,W000001296,2021-11-26
CT00001297,698607.22,2394-9508-8481-3846,W000001297,2021-01-18
CT00001298,456718.15,9973-3938-9787-5608,W000001298,2021-06-01
CT00001299,455509.52,6549-3338-8545-3682,W000001299,2021-09-27
CT00001300,582890.14,0883-0164-1319-0746,W000001300,2019-03-23
CT00001301,555223.16,7025-2187-1770-3800,W000001301,2020-02-22
CT00001302,441345.93,7627-5851-1764-5212,W000001302,2021-06-15
CT00001303,677937.54,5311-5725-9013-8040,W000001303,2021-12-17
CT00001304,695916.66,2354-6370-0199-5659,W000001304,2019-05-07
CT00001305,411644.21,3330-9601-3592-6744,W000001305,2019-12-22
CT00001306,616444.96,1845-1664-8028-5113,W000001306,2021-03-27
CT00001307,11760.85,4381-1410-6145-5575,W000001307,2020-06-23
CT00001308,24812.64,2501-6169-2642-5028,W000001308,2019-11-18
CT00001309,455614.33,3708-4833-3158-7712,W000001309,2019-07-03
CT00001310,960571.93,2501-6169-2642-5028,W000001310,2020-08-08
CT00001311,228380.18,7704-8135-3216-3011,W000001311,2022-02-01
CT00001312,639480.17,3874-8329-5264-7872,W000001312,2020-01-31
CT00001313,131400.75,6887-5575-3315-0731,W000001313,2020-09-09
CT00001314,177668.18,2044-6395-7849-0309,W000001314,2021-10-27
CT00001315,934350.58,5053-9385-2483-1442,W000001315,2020-11-02
CT00001316,60628.12,7420-3415-1277-6444,W000001316,2019-03-08
CT00001317,544178.49,2595-3197-3174-8816,W000001317,2021-08-02
CT00001318,152444.09,5949-6907-6403-8572,W000001318,2021-12-20
CT00001319,201215.38,8589-2022-8119-5194,W000001319,2021-11-28
CT00001320,980399.69,9292-3818-2598-7399,W000001320,2021-12-15
CT00001321,217259.11,4735-6316-7454-6417,W000001321,2020-06-16
CT00001322,207159.57,4228-6796-7145-6141,W000001322,2019-03-14
CT00001323,5260.81,7093-2876-4305-5252,W000001323,2021-03-04
CT00001324,687388.56,6333-2510-6415-1634,W000001324,2021-01-20
CT00001325,596641.63,2108-4189-8754-5592,W000001325,2019-08-27
CT00001326,362707.06,3988-1751-0066-7919,W000001326,2020-08-11
CT00001327,404607.07,4469-9298-9061-8089,W000001327,2020-03-29
CT00001328,658549.86,7008-0489-5832-0068,W000001328,2020-09-05
CT00001329,688271.29,2941-8639-3956-3012,W000001329,2021-09-02
CT00001330,532426.53,7262-6516-7461-8300,W000001330,2020-10-05
CT00001331,869575.25,3756-7566-9436-4860,W000001331,2019-06-17
CT00001332,494364.79,6657-3533-5509-0773,W000001332,2021-08-03
CT00001333,480659.65,2212-7350-4745-7141,W000001333,2019-02-17
CT00001334,622545.58,1701-7711-7383-6784,W000001334,2019-08-02
CT00001335,20002.48,7452-7241-2071-0751,W000001335,2019-05-18
CT00001336,504448.8,9691-5055-9467-5049,W000001336,2020-10-06
CT00001337,360738.21,0492-9316-5888-8225,W000001337,2020-02-27
CT00001338,482978.27,3442-3699-5866-7367,W000001338,2022-01-30
CT00001339,645019.72,0899-2453-9708-5204,W000001339,2020-05-06
CT00001340,205333.92,3921-2258-1317-5397,W000001340,2020-12-19
CT00001341,381095.83,0138-3932-4064-7597,W000001341,2019-05-02
CT00001342,538085.75,2290-5403-0182-1090,W000001342,2019-12-31
CT00001343,946783.61,8712-5967-3315-8776,W000001343,2020-12-17
CT00001344,973175.03,3770-8344-8918-6390,W000001344,2021-01-10
CT00001345,963120.25,9812-8230-7905-1069,W000001345,2020-11-16
CT00001346,938970.24,5283-6124-0166-5459,W000001346,2020-05-18
CT00001347,18222.55,7949-1423-7472-3994,W000001347,2021-04-17
CT00001348,77581.19,3838-7492-5770-2209,W000001348,2022-01-01
CT00001349,570606.55,3874-8329-5264-7872,W000001349,2021-04-05
CT00001350,46664.44,2354-6370-0199-5659,W000001350,2019-10-05
CT00001351,111348.73,3469-6210-6962-3340,W000001351,2019-04-26
CT00001352,751120.79,3756-7566-9436-4860,W000001352,2022-02-05
CT00001353,323332.87,0053-5455-3313-1928,W000001353,2021-03-31
CT00001354,654318.3,3102-5888-4979-9372,W000001354,2021-04-09
CT00001355,169990.38,8743-1436-1322-6997,W000001355,2020-06-08
CT00001356,263333.04,2974-3734-2188-2204,W000001356,2020-11-18
CT00001357,577329.78,1593-0829-1634-1318,W000001357,2019-11-29
CT00001358,523964.8,1402-1694-8159-7942,W000001358,2021-10-02
CT00001359,101006.54,2709-4058-2064-1764,W000001359,2021-12-06
CT00001360,60196.32,5376-4652-9140-7270,W000001360,2021-09-15
CT00001361,133661.2,1392-3006-7396-3466,W000001361,2019-02-23
CT00001362,909572.06,1069-0842-6824-8867,W000001362,2020-07-15
CT00001363,538447.22,5723-2541-4497-8411,W000001363,2021-06-30
CT00001364,32090.7,3297-8561-0715-4291,W000001364,2019-07-25
CT00001365,480096.21,5816-0438-4970-9921,W000001365,2022-01-07
CT00001366,217990.35,5805-6994-8477-5603,W000001366,2021-10-23
CT00001367,414082.84,8641-2070-7281-7683,W000001367,2021-07-27
CT00001368,223294.43,0318-1864-8367-4491,W000001368,2019-05-26
CT00001369,132171.3,0687-7966-9982-5094,W000001369,2019-11-29
CT00001370,291171.99,2288-3957-8355-0914,W000001370,2019-06-25
CT00001371,820976.31,1079-8448-7320-9135,W000001371,2019-08-28
CT00001372,36423.15,1595-9438-9740-8379,W000001372,2019-07-12
CT00001373,492779.58,3139-3788-7457-6191,W000001373,2019-03-03
CT00001374,625120.03,2212-7350-4745-7141,W000001374,2020-04-23
CT00001375,139988.5,0427-9550-1388-6847,W000001375,2021-09-11
CT00001376,240323.35,3401-8474-8548-2654,W000001376,2019-11-19
CT00001377,686777.87,9048-2845-0623-4033,W000001377,2019-07-11
CT00001378,789474.76,1574-5959-4058-5216,W000001378,2020-03-30
CT00001379,636462.76,7071-1264-5793-1205,W000001379,2020-06-02
CT00001380,240983.16,8974-5751-3478-8362,W000001380,2021-06-10
CT00001381,908082.25,5552-8434-6748-1649,W000001381,2019-03-11
CT00001382,133020.9,4676-7244-9482-3177,W000001382,2021-12-14
CT00001383,107488.33,7887-4881-0793-2782,W000001383,2020-12-09
CT00001384,993058.07,7929-4980-9153-7120,W000001384,2021-12-09
CT00001385,1071.8,0695-6546-0691-7019,W000001385,2020-05-21
CT00001386,655269.41,3725-9645-0445-5683,W000001386,2019-03-22
CT00001387,147765.54,1166-4135-4559-1804,W000001387,2019-10-27
CT00001388,324542.7,4502-7627-6011-1789,W000001388,2019-10-10
CT00001389,34111.44,6474-4740-5780-7166,W000001389,2019-03-06
CT00001390,767432.39,2520-9980-5158-5465,W000001390,2020-03-23
CT00001391,583296.02,1500-8531-0080-6457,W000001391,2021-07-12
CT00001392,941763.54,1924-1583-9160-1595,W000001392,2022-01-20
CT00001393,433734.34,1027-4367-5345-6819,W000001393,2019-01-02
CT00001394,859773.36,8375-5901-0826-8134,W000001394,2021-01-19
CT00001395,453890.47,4437-4917-8547-0547,W000001395,2021-01-15
CT00001396,845987.28,6241-6939-8698-8126,W000001396,2019-03-23
CT00001397,394659.14,1054-2646-0701-6274,W000001397,2021-01-03
CT00001398,348155.33,2985-8453-6301-1590,W000001398,2019-01-02
CT00001399,693929.98,9067-4911-4807-4176,W000001399,2019-12-04
CT00001400,184372.9,4120-0557-8669-7078,W000001400,2019-03-19
CT00001401,671318.47,0883-0164-1319-0746,W000001401,2021-04-01
CT00001402,332199.59,1701-7711-7383-6784,W000001402,2019-05-25
CT00001403,601967.82,8670-7155-2346-2009,W000001403,2021-05-20
CT00001404,794625.89,6504-8306-3718-9531,W000001404,2019-12-19
CT00001405,989023.12,6453-8831-9423-3648,W000001405,2020-08-27
CT00001406,379431.49,2563-5128-5693-4470,W000001406,2021-09-10
CT00001407,677625.76,7417-0034-0867-1669,W000001407,2021-02-17
CT00001408,240678.38,1253-5888-2946-3878,W000001408,2019-10-10
CT00001409,660587.89,6973-0674-1528-2352,W000001409,2020-09-17
CT00001410,359190.19,7101-4706-3575-5318,W000001410,2021-06-29
CT00001411,877790.53,2184-8196-5466-2015,W000001411,2021-08-03
CT00001412,240295.63,2580-4787-6640-2554,W000001412,2020-02-14
CT00001413,990543.88,2699-7647-5196-5842,W000001413,2020-12-21
CT00001414,395791.18,2545-9392-9982-9044,W000001414,2021-09-19
CT00001415,382561.95,4630-6062-0792-0000,W000001415,2021-06-11
CT00001416,303172.32,9731-9460-1932-0299,W000001416,2021-03-26
CT00001417,604292.3,7486-9460-7285-2368,W000001417,2019-04-14
CT00001418,163215.49,1532-5664-3544-2650,W000001418,2019-09-01
CT00001419,244530.57,4621-8136-7605-1887,W000001419,2019-11-08
CT00001420,702426.37,1084-9480-5718-6906,W000001420,2020-07-01
CT00001421,638077.63,3010-0113-7879-6006,W000001421,2020-07-31
CT00001422,787253.44,0020-6429-6909-2074,W000001422,2021-06-08
CT00001423,478445.16,1500-8531-0080-6457,W000001423,2020-08-20
CT00001424,496314.95,9950-9305-4064-1768,W000001424,2020-06-28
CT00001425,390330.73,6300-7547-5512-8121,W000001425,2020-04-06
CT00001426,264601.76,7619-1928-1607-7829,W000001426,2021-12-02
CT00001427,404474.42,5691-9031-3584-2377,W000001427,2020-08-03
CT00001428,787530.05,5154-7888-5043-8756,W000001428,2021-06-21
CT00001429,596688.54,4898-8009-4525-5148,W000001429,2019-02-20
CT00001430,966757.0,2044-6395-7849-0309,W000001430,2021-10-03
CT00001431,30450.11,0856-3340-7729-0504,W000001431,2020-04-20
CT00001432,280834.14,3679-1765-2351-4589,W000001432,2019-06-07
CT00001433,723664.04,9168-2605-7888-0598,W000001433,2019-07-25
CT00001434,340192.7,3125-9390-1847-6188,W000001434,2020-09-25
CT00001435,142803.46,6237-3198-6722-9159,W000001435,2021-02-01
CT00001436,288669.8,8875-7062-7227-0284,W000001436,2021-11-01
CT00001437,403922.58,6088-2653-8825-8054,W000001437,2019-10-17
CT00001438,541961.05,5816-0438-4970-9921,W000001438,2019-02-17
CT00001439,103343.3,1355-1799-6256-8326,W000001439,2021-11-13
CT00001440,640537.84,9578-8301-2662-9809,W000001440,2021-07-10
CT00001441,829423.66,7569-3963-1426-0262,W000001441,2019-11-30
CT00001442,187866.58,9451-8338-0312-2857,W000001442,2021-07-01
CT00001443,877745.43,2630-3724-9209-8918,W000001443,2020-04-05
CT00001444,180692.11,1480-6399-0025-7160,W000001444,2020-02-13
CT00001445,94814.72,9864-1383-2422-4034,W000001445,2020-08-20
CT00001446,361218.89,1038-3095-8445-6531,W000001446,2020-05-28
CT00001447,164792.05,3990-3237-2486-2054,W000001447,2020-08-30
CT00001448,27595.12,6905-4930-7576-7738,W000001448,2020-12-08
CT00001449,310857.03,7862-9953-0077-6784,W000001449,2022-02-04
CT00001450,456354.65,0047-3342-0808-2767,W000001450,2020-08-10
CT00001451,426161.88,2646-2416-0727-8379,W000001451,2021-06-23
CT00001452,581262.1,8861-7796-2290-5033,W000001452,2019-04-15
CT00001453,179308.07,4950-9304-8438-1094,W000001453,2022-01-23
CT00001454,940172.84,6326-6454-4549-3348,W000001454,2019-08-31
CT00001455,656969.3,1666-3402-6313-7949,W000001455,2021-03-14
CT00001456,684989.95,9835-0223-8426-9130,W000001456,2021-10-11
CT00001457,824278.66,4194-3656-4506-5525,W000001457,2020-10-17
CT00001458,18681.93,0528-8108-6937-3149,W000001458,2021-01-14
CT00001459,768.81,0427-9550-1388-6847,W000001459,2021-01-10
CT00001460,873072.07,0456-1001-9835-2888,W000001460,2019-02-15
CT00001461,348759.79,6077-8058-1146-1532,W000001461,2019-08-11
CT00001462,379725.64,9249-1000-5163-5473,W000001462,2021-10-04
CT00001463,867054.73,4806-6358-9930-1894,W000001463,2021-01-14
CT00001464,634738.59,3774-2335-8440-3679,W000001464,2021-09-23
CT00001465,492390.06,9414-0256-2544-2682,W000001465,2021-08-08
CT00001466,756438.25,6311-5748-8088-1142,W000001466,2021-01-12
CT00001467,579661.85,8612-4433-7093-3694,W000001467,2020-03-29
CT00001468,338657.31,8583-7891-4511-1474,W000001468,2020-06-08
CT00001469,47089.1,1643-4152-9165-6737,W000001469,2019-05-24
CT00001470,113883.36,5849-6210-3210-6709,W000001470,2020-12-21
CT00001471,680887.89,2524-1098-1866-0538,W000001471,2019-05-10
CT00001472,168829.05,6491-7629-5371-7888,W000001472,2019-08-08
CT00001473,468709.28,7939-0481-5993-0013,W000001473,2020-02-24
CT00001474,373633.04,9776-2776-6410-3634,W000001474,2019-05-31
CT00001475,264784.04,8822-1386-9731-2039,W000001475,2020-08-25
CT00001476,435865.77,0981-2172-7133-2593,W000001476,2020-05-03
CT00001477,680870.42,5691-9031-3584-2377,W000001477,2019-12-21
CT00001478,808876.99,3542-9869-8471-5017,W000001478,2019-08-26
CT00001479,658114.39,8496-9995-9936-6034,W000001479,2021-09-19
CT00001480,553394.32,1108-0792-4482-7484,W000001480,2021-06-04
CT00001481,101124.66,1689-1046-9772-9344,W000001481,2019-10-19
CT00001482,344680.84,2831-4363-5664-7420,W000001482,2020-06-27
CT00001483,454905.6,9362-1016-9659-3646,W000001483,2020-07-24
CT00001484,490358.62,4476-9907-4374-2415,W000001484,2021-02-11
CT00001485,593727.63,0295-5184-9265-4563,W000001485,2019-12-22
CT00001486,811801.14,5047-6791-0179-4013,W000001486,2020-04-15
CT00001487,503005.85,1108-0792-4482-7484,W000001487,2021-08-30
CT00001488,541745.02,4268-4730-6838-1806,W000001488,2019-10-17
CT00001489,193140.12,2555-1486-4418-9153,W000001489,2020-03-09
CT00001490,445715.06,3347-3722-9913-3532,W000001490,2021-02-26
CT00001491,382235.47,1826-8451-0563-4444,W000001491,2020-07-09
CT00001492,945418.55,8916-7192-4736-4820,W000001492,2021-01-16
CT00001493,687718.58,4482-8557-9619-2794,W000001493,2020-04-05
CT00001494,646952.77,6691-0737-0920-5055,W000001494,2021-07-10
CT00001495,700749.38,3462-9774-5169-7607,W000001495,2020-11-29
CT00001496,352736.11,1829-4454-1312-2812,W000001496,2020-11-25
CT00001497,429632.01,3988-1751-0066-7919,W000001497,2020-12-02
CT00001498,833165.52,2471-8171-8702-6649,W000001498,2020-09-27
CT00001499,939514.62,4194-3656-4506-5525,W000001499,2021-08-31
CT00001500,928055.81,4153-8696-1226-2053,W000001500,2021-11-10
CT00001501,257679.2,1402-1694-8159-7942,W000001501,2021-06-28
CT00001502,200605.72,1731-6687-3395-5237,W000001502,2022-03-04
CT00001503,285970.2,8149-6627-3875-6867,W000001503,2019-12-05
CT00001504,475002.73,5723-2541-4497-8411,W000001504,2019-10-03
CT00001505,945248.18,8591-3508-8662-9246,W000001505,2021-04-27
CT00001506,235158.97,8390-5905-8724-8558,W000001506,2019-03-13
CT00001507,878959.34,3988-9919-6604-0572,W000001507,2019-03-22
CT00001508,357350.41,0899-2453-9708-5204,W000001508,2019-05-15
CT00001509,318599.37,5683-6221-6989-2536,W000001509,2021-05-06
CT00001510,961389.97,6090-6850-9723-3603,W000001510,2021-01-23
CT00001511,175949.31,6797-7822-6858-0858,W000001511,2019-02-01
CT00001512,540808.43,9643-8266-3474-7099,W000001512,2021-09-21
CT00001513,625935.35,1625-8439-6426-4867,W000001513,2019-01-03
CT00001514,422223.04,3355-1048-0952-9245,W000001514,2020-10-12
CT00001515,595690.33,9958-7023-2122-6443,W000001515,2021-02-16
CT00001516,567281.74,8964-4731-8726-6186,W000001516,2021-08-01
CT00001517,80963.08,4350-3017-5361-9116,W000001517,2021-02-11
CT00001518,848948.03,4529-3707-9818-3365,W000001518,2021-08-05
CT00001519,510074.06,0981-2172-7133-2593,W000001519,2020-06-10
CT00001520,34700.37,8611-4995-3998-2126,W000001520,2021-01-30
CT00001521,276899.23,3454-1918-9172-7760,W000001521,2021-01-06
CT00001522,911405.69,1430-0038-9338-6183,W000001522,2021-08-06
CT00001523,225053.6,3973-8319-5589-2260,W000001523,2021-11-20
CT00001524,463953.57,7364-5775-1520-9619,W000001524,2021-06-10
CT00001525,854342.23,1544-1888-8221-7865,W000001525,2021-04-29
CT00001526,601026.79,7773-1282-6147-8266,W000001526,2019-04-01
CT00001527,800861.15,8964-4731-8726-6186,W000001527,2021-08-30
CT00001528,681815.36,4331-3490-2497-9956,W000001528,2021-04-26
CT00001529,49991.09,3717-3373-7881-0387,W000001529,2020-05-20
CT00001530,564995.18,7536-6438-0976-1389,W000001530,2021-09-02
CT00001531,94285.85,1283-7956-1449-6430,W000001531,2020-02-23
CT00001532,194750.85,2628-1167-2454-2489,W000001532,2020-05-01
CT00001533,951453.72,6718-7320-5557-1656,W000001533,2021-02-03
CT00001534,115925.22,5007-6162-3281-1760,W000001534,2020-11-26
CT00001535,921277.96,5695-1131-4544-3933,W000001535,2021-11-09
CT00001536,102149.07,1345-7885-3806-7844,W000001536,2019-02-02
CT00001537,303163.46,9061-9819-2037-8320,W000001537,2019-01-23
CT00001538,18994.65,4884-2107-8829-9569,W000001538,2020-01-04
CT00001539,174604.36,0306-8293-6140-0947,W000001539,2020-03-25
CT00001540,178662.96,8684-9544-0237-3685,W000001540,2019-12-06
CT00001541,109738.66,5136-7087-7444-9317,W000001541,2021-02-10
CT00001542,778296.05,6945-9410-8917-8343,W000001542,2021-10-06
CT00001543,772349.19,2987-3596-4619-2965,W000001543,2022-01-09
CT00001544,571563.1,6798-9984-8153-6496,W000001544,2020-06-05
CT00001545,573452.08,1749-9265-8134-9990,W000001545,2021-11-18
CT00001546,108909.0,3469-6210-6962-3340,W000001546,2021-01-03
CT00001547,732208.95,2039-8555-3852-0202,W000001547,2021-02-27
CT00001548,197610.91,5639-6324-4608-0831,W000001548,2021-03-23
CT00001549,123324.67,7736-6540-6461-3963,W000001549,2020-10-11
CT00001550,364653.66,6561-1814-9337-5750,W000001550,2020-12-09
CT00001551,191068.52,5010-8264-7492-6034,W000001551,2022-02-22
CT00001552,655877.09,5099-1261-2358-6862,W000001552,2021-02-26
CT00001553,831257.03,1069-0842-6824-8867,W000001553,2020-11-28
CT00001554,349881.56,6443-7336-4509-2980,W000001554,2019-01-29
CT00001555,485351.64,1319-5276-8203-8801,W000001555,2021-01-07
CT00001556,466426.14,6295-8165-1884-4182,W000001556,2020-10-01
CT00001557,823366.85,9451-6879-6167-5125,W000001557,2021-12-16
CT00001558,109611.11,8149-4740-6725-4574,W000001558,2021-09-28
CT00001559,796708.56,5973-7859-7112-4085,W000001559,2020-10-18
CT00001560,321563.49,0826-1097-9751-8753,W000001560,2021-11-18
CT00001561,269314.08,3191-1673-1253-7930,W000001561,2021-04-21
CT00001562,590695.87,4422-0078-3268-7654,W000001562,2021-12-26
CT00001563,848844.83,3848-6236-4828-3062,W000001563,2022-02-27
CT00001564,120120.74,3648-6799-2315-0573,W000001564,2019-09-27
CT00001565,56326.74,9322-0265-6595-9530,W000001565,2019-01-27
CT00001566,962382.91,1421-1155-4499-7179,W000001566,2022-02-09
CT00001567,977711.64,4465-6598-4509-1416,W000001567,2020-01-22
CT00001568,744166.54,3671-5910-1392-4958,W000001568,2019-01-10
CT00001569,835259.86,7997-2692-3375-2277,W000001569,2019-07-06
CT00001570,542421.14,9573-5035-6116-5806,W000001570,2020-09-21
CT00001571,146793.64,2776-5987-7655-2939,W000001571,2019-02-20
CT00001572,626280.69,3367-6257-6115-3186,W000001572,2020-09-25
CT00001573,613602.93,3604-0640-1702-0133,W000001573,2020-11-24
CT00001574,244712.99,2509-3611-0372-4830,W000001574,2021-04-15
CT00001575,832513.0,4317-9072-2537-6939,W000001575,2021-01-02
CT00001576,388804.26,4053-4450-1569-1105,W000001576,2022-01-07
CT00001577,437185.03,0781-9639-5606-9657,W000001577,2019-03-08
CT00001578,30394.64,7135-1742-3432-4598,W000001578,2019-11-14
CT00001579,745746.45,7517-2184-4859-1660,W000001579,2019-03-16
CT00001580,643574.25,9603-4878-5332-8620,W000001580,2019-05-21
CT00001581,667787.47,4982-4134-4604-6375,W000001581,2021-01-27
CT00001582,101995.39,5380-4943-2268-5326,W000001582,2021-04-30
CT00001583,751817.34,3655-7112-6432-8962,W000001583,2019-08-23
CT00001584,19900.0,5447-7464-2437-9320,W000001584,2020-09-28
CT00001585,406848.16,7553-7699-2432-7245,W000001585,2020-09-05
CT00001586,182118.02,4381-1410-6145-5575,W000001586,2020-01-09
CT00001587,147784.47,0885-2180-2449-0313,W000001587,2021-01-29
CT00001588,717774.71,5301-2042-0838-9800,W000001588,2021-04-28
CT00001589,507312.88,7333-4820-2671-5978,W000001589,2019-12-11
CT00001590,850895.09,6326-6454-4549-3348,W000001590,2019-10-28
CT00001591,177728.81,0197-9967-7590-1524,W000001591,2019-05-09
