Top_up_BankNum_ID,Balanced,Bank_Num,Wallet_ID,Top_Up_Date
BT00001394,397219.74,241-247839-5,W000001394,2021-01-19
BT00001395,563722.97,915-161550-4,W000001395,2021-01-15
BT00001396,732778.46,486-783513-9,W000001396,2019-03-23
BT00001397,774443.45,929-655912-2,W000001397,2021-01-03
BT00001398,624999.5,020-913005-9,W000001398,2019-01-02
BT00001399,136708.3,235-099585-7,W000001399,2019-12-04
BT00001400,242775.17,020-913005-9,W000001400,2019-03-19
BT00001401,239516.13,914-602615-8,W000001401,2021-04-01
BT00001402,189681.8,421-897940-4,W000001402,2019-05-25
BT00001403,377820.07,762-129241-5,W000001403,2021-05-20
BT00001404,369812.98,238-658166-5,W000001404,2019-12-19
BT00001405,821647.41,306-753914-6,W000001405,2020-08-27
BT00001406,736703.14,731-641298-1,W000001406,2021-09-10
BT00001407,85246.12,662-483044-5,W000001407,2021-02-17
BT00001408,353474.01,019-734392-8,W000001408,2019-10-10
BT00001409,433249.42,303-888427-3,W000001409,2020-09-17
BT00001410,172419.19,974-664096-0,W000001410,2021-06-29
BT00001411,886965.03,687-362201-6,W000001411,2021-08-03
BT00001412,250908.29,494-246100-9,W000001412,2020-02-14
BT00001413,392918.83,004-783709-4,W000001413,2020-12-21
BT00001414,150287.36,326-507647-3,W000001414,2021-09-19
BT00001415,176348.56,114-640234-9,W000001415,2021-06-11
BT00001416,242298.86,295-410324-8,W000001416,2021-03-26
BT00001417,362638.69,113-486443-5,W000001417,2019-04-14
BT00001418,915975.06,716-227136-7,W000001418,2019-09-01
BT00001419,357570.1,395-455689-8,W000001419,2019-11-08
BT00001420,405322.9,161-420106-3,W000001420,2020-07-01
BT00001421,198699.43,551-905301-8,W000001421,2020-07-31
BT00001422,488951.9,827-347624-6,W000001422,2021-06-08
BT00001423,562525.29,092-710026-9,W000001423,2020-08-20
BT00001424,977366.22,028-250126-8,W000001424,2020-06-28
BT00001425,881681.04,837-109144-7,W000001425,2020-04-06
BT00001426,531163.03,187-908025-0,W000001426,2021-12-02
BT00001427,278453.62,331-529663-5,W000001427,2020-08-03
BT00001428,59081.1,140-154595-4,W000001428,2021-06-21
BT00001429,908049.67,247-927804-1,W000001429,2019-02-20
BT00001430,430119.61,844-209981-9,W000001430,2021-10-03
BT00001431,877232.11,529-609702-8,W000001431,2020-04-20
BT00001432,47914.13,161-537499-4,W000001432,2019-06-07
BT00001433,679262.79,891-031261-2,W000001433,2019-07-25
BT00001434,27792.35,530-077471-7,W000001434,2020-09-25
BT00001435,699382.43,918-551358-1,W000001435,2021-02-01
BT00001436,677939.22,890-006013-1,W000001436,2021-11-01
BT00001437,973916.63,338-185090-7,W000001437,2019-10-17
BT00001438,104081.17,150-445613-3,W000001438,2019-02-17
BT00001439,171034.33,985-975907-3,W000001439,2021-11-13
BT00001440,90934.24,342-684083-4,W000001440,2021-07-10
BT00001441,157266.39,405-766397-6,W000001441,2019-11-30
BT00001442,714284.9,808-304029-5,W000001442,2021-07-01
BT00001443,590197.02,387-209653-9,W000001443,2020-04-05
BT00001444,118632.92,486-741339-6,W000001444,2020-02-13
BT00001445,440323.28,558-951899-5,W000001445,2020-08-20
BT00001446,412243.87,572-202460-8,W000001446,2020-05-28
BT00001447,219557.27,117-161436-4,W000001447,2020-08-30
BT00001448,72183.29,475-726396-9,W000001448,2020-12-08
BT00001449,711027.43,087-195803-5,W000001449,2022-02-04
BT00001450,796534.37,743-749804-0,W000001450,2020-08-10
BT00001451,187829.78,299-690520-1,W000001451,2021-06-23
BT00001452,411140.89,253-403179-7,W000001452,2019-04-15
BT00001453,964759.3,260-820163-7,W000001453,2022-01-23
BT00001454,872112.49,641-651100-3,W000001454,2019-08-31
BT00001455,658739.83,378-356772-3,W000001455,2021-03-14
BT00001456,243795.89,107-682540-1,W000001456,2021-10-11
BT00001457,289370.02,911-048472-7,W000001457,2020-10-17
BT00001458,841405.69,115-078851-7,W000001458,2021-01-14
BT00001459,132656.1,941-912775-3,W000001459,2021-01-10
BT00001460,129191.76,326-985185-4,W000001460,2019-02-15
BT00001461,69146.32,741-603039-3,W000001461,2019-08-11
BT00001462,76796.08,073-078838-3,W000001462,2021-10-04
BT00001463,697381.78,234-201520-4,W000001463,2021-01-14
BT00001464,942543.54,455-098894-9,W000001464,2021-09-23
BT00001465,474260.7,218-726216-5,W000001465,2021-08-08
BT00001466,23906.68,370-970763-3,W000001466,2021-01-12
BT00001467,212320.37,808-304029-5,W000001467,2020-03-29
BT00001468,836105.67,304-124560-5,W000001468,2020-06-08
BT00001469,826047.6,402-416453-4,W000001469,2019-05-24
BT00001470,877075.4,686-803731-2,W000001470,2020-12-21
BT00001471,101062.77,121-552343-3,W000001471,2019-05-10
BT00001472,450061.31,836-516856-7,W000001472,2019-08-08
BT00001473,327531.96,141-590748-5,W000001473,2020-02-24
BT00001474,948482.22,414-606825-1,W000001474,2019-05-31
BT00001475,501172.69,089-552334-5,W000001475,2020-08-25
BT00001476,552443.87,525-226906-5,W000001476,2020-05-03
BT00001477,428796.57,246-367921-3,W000001477,2019-12-21
BT00001478,282567.95,243-540026-7,W000001478,2019-08-26
BT00001479,291203.58,555-925480-4,W000001479,2021-09-19
BT00001480,998622.64,507-960176-6,W000001480,2021-06-04
BT00001481,55156.48,434-623395-0,W000001481,2019-10-19
BT00001482,682171.25,748-426447-2,W000001482,2020-06-27
BT00001483,3389.4,245-100221-1,W000001483,2020-07-24
BT00001484,726906.94,277-147358-3,W000001484,2021-02-11
BT00001485,857619.41,412-050310-7,W000001485,2019-12-22
BT00001486,340134.39,150-445613-3,W000001486,2020-04-15
BT00001487,499117.7,012-966279-2,W000001487,2021-08-30
BT00001488,342820.94,336-895729-8,W000001488,2019-10-17
BT00001489,207420.45,513-195710-8,W000001489,2020-03-09
BT00001490,895301.26,590-572478-7,W000001490,2021-02-26
BT00001491,699734.67,257-882529-7,W000001491,2020-07-09
BT00001492,720587.31,195-814619-3,W000001492,2021-01-16
BT00001493,628158.9,735-057754-8,W000001493,2020-04-05
BT00001494,565447.4,798-592352-9,W000001494,2021-07-10
BT00001495,23839.8,635-608126-3,W000001495,2020-11-29
BT00001496,142340.27,514-988555-0,W000001496,2020-11-25
BT00001497,508804.24,414-849703-7,W000001497,2020-12-02
BT00001498,378950.67,222-207774-6,W000001498,2020-09-27
BT00001499,974940.54,509-042540-0,W000001499,2021-08-31
BT00001500,811658.5,233-823651-0,W000001500,2021-11-10
BT00001501,739270.1,734-192725-4,W000001501,2021-06-28
BT00001502,144053.54,324-754673-5,W000001502,2022-03-04
BT00001503,71600.08,214-051128-4,W000001503,2019-12-05
BT00001504,626903.0,123-370815-1,W000001504,2019-10-03
BT00001505,928860.11,715-096782-1,W000001505,2021-04-27
BT00001506,146310.62,328-510879-9,W000001506,2019-03-13
BT00001507,94609.04,996-495286-5,W000001507,2019-03-22
BT00001508,137757.83,912-931372-3,W000001508,2019-05-15
BT00001509,281746.73,945-458149-5,W000001509,2021-05-06
BT00001510,660302.47,086-164620-8,W000001510,2021-01-23
BT00001511,125386.42,598-002797-0,W000001511,2019-02-01
BT00001512,278746.0,106-408550-7,W000001512,2021-09-21
BT00001513,126758.18,328-128831-4,W000001513,2019-01-03
BT00001514,658008.87,252-098525-7,W000001514,2020-10-12
BT00001515,888952.45,534-851601-8,W000001515,2021-02-16
BT00001516,680284.94,208-942345-2,W000001516,2021-08-01
BT00001517,154218.96,089-482469-3,W000001517,2021-02-11
BT00001518,38951.16,411-749251-2,W000001518,2021-08-05
BT00001519,735031.88,832-589602-7,W000001519,2020-06-10
BT00001520,311159.66,712-565792-6,W000001520,2021-01-30
BT00001521,4575.84,290-696572-7,W000001521,2021-01-06
BT00001522,332717.5,658-153745-4,W000001522,2021-08-06
BT00001523,892575.53,586-235064-6,W000001523,2021-11-20
BT00001524,149159.3,855-019877-1,W000001524,2021-06-10
BT00001525,89872.41,107-682540-1,W000001525,2021-04-29
BT00001526,133292.16,840-012741-2,W000001526,2019-04-01
BT00001527,512255.4,776-492483-8,W000001527,2021-08-30
BT00001528,249199.72,557-031320-8,W000001528,2021-04-26
BT00001529,677948.42,231-364074-8,W000001529,2020-05-20
BT00001530,115088.5,089-452042-2,W000001530,2021-09-02
BT00001531,696482.33,725-611033-9,W000001531,2020-02-23
BT00001532,722430.14,480-721458-6,W000001532,2020-05-01
BT00001533,258181.34,373-364355-2,W000001533,2021-02-03
BT00001534,105849.61,287-872914-0,W000001534,2020-11-26
BT00001535,837149.02,827-261187-2,W000001535,2021-11-09
BT00001536,250500.75,714-605666-3,W000001536,2019-02-02
BT00001537,880157.87,047-175868-9,W000001537,2019-01-23
BT00001538,225085.37,514-422606-4,W000001538,2020-01-04
BT00001539,726490.64,410-180149-3,W000001539,2020-03-25
BT00001540,180107.74,985-975907-3,W000001540,2019-12-06
BT00001541,801241.73,249-339826-4,W000001541,2021-02-10
BT00001542,681969.85,317-365999-8,W000001542,2021-10-06
BT00001543,751949.99,637-986205-9,W000001543,2022-01-09
BT00001544,235459.93,208-286472-8,W000001544,2020-06-05
BT00001545,669445.32,050-462283-5,W000001545,2021-11-18
BT00001546,661037.47,428-613065-6,W000001546,2021-01-03
BT00001547,26036.73,491-120485-1,W000001547,2021-02-27
BT00001548,963495.32,618-471919-9,W000001548,2021-03-23
BT00001549,353630.72,151-450555-0,W000001549,2020-10-11
BT00001550,858374.64,308-323537-2,W000001550,2020-12-09
BT00001551,301795.73,686-037084-1,W000001551,2022-02-22
BT00001552,974532.41,446-573538-3,W000001552,2021-02-26
BT00001553,483845.16,911-048472-7,W000001553,2020-11-28
BT00001554,275711.64,433-684497-7,W000001554,2019-01-29
BT00001555,635973.98,869-698722-8,W000001555,2021-01-07
BT00001556,177823.91,737-128452-7,W000001556,2020-10-01
BT00001557,700779.65,481-122084-6,W000001557,2021-12-16
BT00001558,635290.09,696-947300-1,W000001558,2021-09-28
BT00001559,207570.68,253-403179-7,W000001559,2020-10-18
BT00001560,726.19,934-288891-1,W000001560,2021-11-18
BT00001561,678853.59,209-233215-4,W000001561,2021-04-21
BT00001562,456153.59,770-489985-8,W000001562,2021-12-26
BT00001563,795227.26,836-584821-7,W000001563,2022-02-27
BT00001564,36417.0,902-895258-7,W000001564,2019-09-27
BT00001565,425620.02,158-795675-2,W000001565,2019-01-27
BT00001566,438005.11,847-763229-2,W000001566,2022-02-09
BT00001567,959884.06,340-807165-5,W000001567,2020-01-22
BT00001568,466144.81,230-172242-8,W000001568,2019-01-10
BT00001569,485612.39,961-613640-0,W000001569,2019-07-06
BT00001570,593849.08,026-265515-7,W000001570,2020-09-21
BT00001571,885450.03,700-435849-1,W000001571,2019-02-20
BT00001572,638029.69,974-664096-0,W000001572,2020-09-25
BT00001573,81922.8,449-414803-9,W000001573,2020-11-24
BT00001574,987667.98,869-337420-3,W000001574,2021-04-15
BT00001575,276677.44,937-096660-7,W000001575,2021-01-02
BT00001576,995637.04,742-639831-6,W000001576,2022-01-07
BT00001577,490047.84,002-040685-5,W000001577,2019-03-08
BT00001578,542198.58,535-021227-3,W000001578,2019-11-14
BT00001579,867619.9,725-716692-1,W000001579,2019-03-16
BT00001580,226293.65,092-382210-3,W000001580,2019-05-21
BT00001581,781697.21,652-276219-6,W000001581,2021-01-27
BT00001582,669665.19,279-689860-0,W000001582,2021-04-30
BT00001583,658450.06,704-348365-7,W000001583,2019-08-23
BT00001584,764917.77,996-899973-8,W000001584,2020-09-28
BT00001585,262270.79,081-078948-6,W000001585,2020-09-05
BT00001586,278476.96,633-932526-5,W000001586,2020-01-09
BT00001587,519879.33,161-229744-6,W000001587,2021-01-29
BT00001588,43912.56,890-220629-4,W000001588,2021-04-28
BT00001589,387044.13,482-358018-1,W000001589,2019-12-11
BT00001590,240633.29,841-368532-1,W000001590,2019-10-28
BT00001591,547944.16,501-022685-5,W000001591,2019-05-09
BT00001592,915027.56,611-116949-4,W000001592,2020-02-12
BT00001593,368564.82,371-647385-7,W000001593,2019-02-16
BT00001594,897873.79,279-047174-5,W000001594,2019-02-24
BT00001595,661059.46,855-242980-3,W000001595,2021-07-02
BT00001596,89078.42,732-464927-9,W000001596,2019-10-30
BT00001597,614051.44,779-728331-8,W000001597,2021-10-26
BT00001598,40377.39,695-890151-9,W000001598,2020-05-06
BT00001599,469651.09,820-671230-0,W000001599,2019-05-03
BT00001600,90866.45,535-070163-9,W000001600,2020-01-27
BT00001601,630648.62,551-288111-3,W000001601,2020-06-26
BT00001602,304891.12,860-792763-0,W000001602,2021-12-04
BT00001603,787056.1,701-785717-5,W000001603,2021-12-02
BT00001604,821617.22,174-785283-4,W000001604,2020-12-06
BT00001605,243479.79,159-781041-0,W000001605,2019-04-21
BT00001606,221093.74,530-736581-2,W000001606,2022-01-24
BT00001607,410566.67,267-544806-8,W000001607,2019-07-30
BT00001608,124926.53,031-494080-3,W000001608,2019-12-19
BT00001609,268998.28,229-011785-5,W000001609,2020-06-20
BT00001610,125078.05,161-537499-4,W000001610,2021-12-24
BT00001611,186789.46,446-573538-3,W000001611,2020-01-07
BT00001612,905619.66,995-845380-8,W000001612,2020-03-11
BT00001613,974991.24,074-834099-9,W000001613,2020-01-25
BT00001614,308614.64,943-820444-5,W000001614,2019-01-27
BT00001615,776488.92,182-453501-6,W000001615,2021-04-18
BT00001616,505071.2,481-278225-2,W000001616,2020-12-30
BT00001617,999512.25,723-132757-7,W000001617,2019-08-06
BT00001618,161400.4,233-580053-2,W000001618,2020-09-15
BT00001619,791323.45,608-328263-4,W000001619,2020-11-29
BT00001620,284465.31,179-146418-9,W000001620,2020-04-09
BT00001621,819012.08,988-665645-7,W000001621,2021-11-09
BT00001622,651198.58,011-830732-4,W000001622,2019-08-09
BT00001623,358245.53,788-916671-4,W000001623,2021-02-22
BT00001624,850072.77,379-112532-5,W000001624,2019-03-10
BT00001625,512778.32,738-843617-8,W000001625,2021-05-19
BT00001626,752532.97,942-310130-9,W000001626,2020-01-30
BT00001627,72893.05,277-015279-7,W000001627,2019-07-27
BT00001628,557830.11,710-875645-0,W000001628,2021-03-16
BT00001629,453734.08,185-871709-0,W000001629,2019-03-09
BT00001630,721528.49,217-113091-7,W000001630,2019-09-30
BT00001631,999703.83,052-259725-1,W000001631,2021-01-06
BT00001632,257709.29,455-098894-9,W000001632,2021-10-09
BT00001633,719206.59,921-518856-3,W000001633,2019-03-20
BT00001634,37944.56,266-432120-7,W000001634,2020-09-06
BT00001635,560569.27,299-690520-1,W000001635,2021-12-24
BT00001636,351975.55,173-560685-0,W000001636,2020-10-24
BT00001637,407534.68,545-857432-0,W000001637,2019-07-19
BT00001638,789857.65,002-900833-3,W000001638,2019-09-09
BT00001639,53456.9,643-254047-8,W000001639,2020-09-19
BT00001640,809506.46,032-243532-9,W000001640,2019-04-24
BT00001641,824301.09,748-115051-7,W000001641,2022-02-28
BT00001642,778909.24,747-573571-5,W000001642,2021-11-26
BT00001643,330169.64,099-708053-1,W000001643,2021-07-30
BT00001644,341176.24,915-366591-6,W000001644,2019-02-09
BT00001645,945154.68,466-495118-6,W000001645,2021-11-07
BT00001646,208378.67,769-240682-8,W000001646,2020-11-26
BT00001647,198873.21,961-613640-0,W000001647,2020-01-18
BT00001648,987194.03,612-238414-3,W000001648,2019-02-21
BT00001649,567832.92,293-579923-3,W000001649,2020-09-20
BT00001650,407095.85,101-132285-0,W000001650,2019-07-09
BT00001651,934417.57,589-489069-5,W000001651,2020-01-24
BT00001652,373780.39,177-338825-6,W000001652,2020-01-31
BT00001653,102227.58,486-998650-7,W000001653,2019-03-10
BT00001654,781159.27,532-851796-4,W000001654,2021-05-13
BT00001655,793528.12,340-807165-5,W000001655,2020-07-28
BT00001656,144014.66,084-326983-8,W000001656,2022-02-18
BT00001657,488067.99,699-766883-2,W000001657,2022-02-25
BT00001658,583960.32,307-274350-2,W000001658,2019-12-19
BT00001659,382809.6,518-229010-8,W000001659,2020-10-09
BT00001660,183287.84,752-205166-4,W000001660,2020-08-06
BT00001661,82977.91,765-753587-9,W000001661,2020-10-04
BT00001662,290839.68,872-984182-1,W000001662,2020-10-30
BT00001663,403894.63,374-170792-6,W000001663,2019-07-26
BT00001664,727749.54,085-164166-1,W000001664,2020-09-21
BT00001665,467.08,386-962193-2,W000001665,2021-10-17
BT00001666,875272.24,069-853111-0,W000001666,2021-05-19
BT00001667,323985.32,953-312971-7,W000001667,2020-10-06
BT00001668,291344.13,748-426447-2,W000001668,2020-02-10
BT00001669,610513.43,891-580336-3,W000001669,2019-01-28
BT00001670,52085.61,671-333232-5,W000001670,2020-03-23
BT00001671,863984.09,869-859430-8,W000001671,2019-06-07
BT00001672,561703.03,874-449666-7,W000001672,2021-10-25
BT00001673,581327.61,392-155059-4,W000001673,2021-02-08
BT00001674,467982.39,061-399930-0,W000001674,2021-09-26
BT00001675,791313.15,228-887855-8,W000001675,2019-05-30
BT00001676,241069.18,412-050310-7,W000001676,2019-05-03
BT00001677,275974.13,002-900833-3,W000001677,2020-12-13
BT00001678,162540.05,957-720258-3,W000001678,2020-04-08
BT00001679,729322.94,871-729105-4,W000001679,2019-09-13
BT00001680,432093.02,870-674424-7,W000001680,2020-12-10
BT00001681,460313.62,828-348534-7,W000001681,2021-03-07
BT00001682,216195.61,515-935576-9,W000001682,2021-11-25
BT00001683,6494.41,969-445926-2,W000001683,2020-07-07
BT00001684,803908.4,847-009314-3,W000001684,2019-01-16
BT00001685,955610.05,978-405133-1,W000001685,2020-09-18
BT00001686,447359.42,796-462804-7,W000001686,2021-09-03
BT00001687,355267.78,699-766883-2,W000001687,2019-07-28
BT00001688,177022.36,735-566100-0,W000001688,2021-02-09
BT00001689,853955.03,522-829829-4,W000001689,2019-09-03
BT00001690,291598.19,240-741086-9,W000001690,2021-01-13
BT00001691,464781.72,726-623733-3,W000001691,2021-03-26
BT00001692,152376.48,891-580336-3,W000001692,2021-06-11
BT00001693,313735.57,184-152875-4,W000001693,2021-11-08
BT00001694,909074.73,789-642589-3,W000001694,2019-05-16
BT00001695,698771.53,943-820444-5,W000001695,2020-02-19
BT00001696,853761.61,957-369561-9,W000001696,2019-02-03
BT00001697,451336.72,439-082263-3,W000001697,2020-02-19
BT00001698,451227.19,379-112532-5,W000001698,2020-08-31
BT00001699,688695.98,593-002742-4,W000001699,2019-01-19
BT00001700,547854.87,544-685518-5,W000001700,2019-11-12
BT00001701,626889.12,266-439089-0,W000001701,2019-06-25
BT00001702,459401.26,190-313614-3,W000001702,2021-07-01
BT00001703,646236.12,397-524510-2,W000001703,2020-06-10
BT00001704,490528.15,527-795753-5,W000001704,2019-03-29
BT00001705,864507.58,378-356772-3,W000001705,2022-01-15
BT00001706,733597.5,169-958480-5,W000001706,2020-11-10
BT00001707,766418.01,339-757980-7,W000001707,2019-05-17
BT00001708,620800.66,222-482083-6,W000001708,2019-08-20
BT00001709,190968.45,742-639831-6,W000001709,2019-02-23
BT00001710,318960.39,869-337420-3,W000001710,2020-02-12
BT00001711,669137.28,233-814985-7,W000001711,2020-08-24
BT00001712,729732.4,703-045374-6,W000001712,2021-03-10
BT00001713,243970.75,196-670407-5,W000001713,2019-02-28
BT00001714,623081.58,779-728331-8,W000001714,2020-08-16
BT00001715,800417.47,604-650127-6,W000001715,2021-05-07
BT00001716,438482.34,212-838225-1,W000001716,2019-05-28
BT00001717,726807.67,727-248204-6,W000001717,2020-05-30
BT00001718,413565.15,415-867978-7,W000001718,2021-05-20
BT00001719,56174.48,158-795675-2,W000001719,2019-06-07
BT00001720,441516.09,063-650062-4,W000001720,2021-04-09
BT00001721,54483.49,153-593546-9,W000001721,2020-06-29
BT00001722,933956.66,053-904289-1,W000001722,2019-02-09
BT00001723,932592.82,026-265515-7,W000001723,2021-08-27
BT00001724,626821.33,827-261187-2,W000001724,2021-06-29
BT00001725,261532.24,617-446904-0,W000001725,2020-05-02
BT00001726,275786.69,551-905301-8,W000001726,2019-09-11
BT00001727,510329.14,131-585738-8,W000001727,2020-09-03
BT00001728,465487.11,028-722549-4,W000001728,2020-02-03
BT00001729,37794.2,545-234893-7,W000001729,2020-04-18
BT00001730,715137.47,732-464927-9,W000001730,2020-09-26
BT00001731,340142.54,448-434181-7,W000001731,2019-05-17
BT00001732,2802.57,891-580336-3,W000001732,2019-11-09
BT00001733,960773.83,558-097837-8,W000001733,2021-06-27
BT00001734,99173.85,118-884448-7,W000001734,2019-08-08
BT00001735,601575.09,499-573215-4,W000001735,2020-09-19
BT00001736,679550.15,378-564558-9,W000001736,2020-10-04
BT00001737,811904.16,717-902089-9,W000001737,2020-12-23
BT00001738,130270.87,918-915304-0,W000001738,2019-09-25
BT00001739,127552.01,307-274350-2,W000001739,2020-06-30
BT00001740,170873.01,274-098168-5,W000001740,2019-04-24
BT00001741,736567.34,327-338458-0,W000001741,2022-02-17
BT00001742,680455.76,771-866908-9,W000001742,2020-10-12
BT00001743,96448.32,855-790292-1,W000001743,2019-07-05
BT00001744,744348.8,208-942345-2,W000001744,2019-11-28
BT00001745,653158.55,179-146418-9,W000001745,2019-01-07
BT00001746,114681.42,262-398143-6,W000001746,2020-10-23
BT00001747,80587.98,052-958827-4,W000001747,2019-05-25
BT00001748,422427.56,847-009314-3,W000001748,2019-09-20
BT00001749,952264.14,483-053536-0,W000001749,2019-04-21
BT00001750,242991.27,996-899973-8,W000001750,2021-05-29
BT00001751,710489.9,971-662946-7,W000001751,2019-08-08
BT00001752,393342.33,123-560266-4,W000001752,2021-01-17
BT00001753,521845.85,729-021438-7,W000001753,2021-08-05
BT00001754,594286.13,765-753587-9,W000001754,2021-02-25
BT00001755,84302.23,124-430828-4,W000001755,2021-02-01
BT00001756,623850.63,161-420106-3,W000001756,2021-01-31
BT00001757,663457.19,240-126967-2,W000001757,2019-04-18
BT00001758,811519.48,282-928683-4,W000001758,2019-05-21
BT00001759,304797.62,452-123019-5,W000001759,2021-12-09
BT00001760,823772.0,154-664258-9,W000001760,2020-09-07
BT00001761,984262.42,019-734392-8,W000001761,2022-02-24
BT00001762,465942.21,785-104767-2,W000001762,2020-02-29
BT00001763,9558.36,632-105866-8,W000001763,2019-04-10
BT00001764,385444.85,652-276219-6,W000001764,2019-05-14
BT00001765,608066.03,994-960390-4,W000001765,2021-05-10
BT00001766,140201.96,248-802572-3,W000001766,2020-02-04
BT00001767,167143.69,565-414559-3,W000001767,2020-04-01
BT00001768,866775.26,901-119371-0,W000001768,2021-10-19
BT00001769,832770.94,487-463937-0,W000001769,2019-10-26
BT00001770,435088.39,096-753123-5,W000001770,2020-06-12
BT00001771,662304.57,504-365678-6,W000001771,2019-07-04
BT00001772,851648.21,247-203520-1,W000001772,2021-01-05
BT00001773,999362.75,125-317013-7,W000001773,2021-11-10
BT00001774,92080.02,566-472339-5,W000001774,2019-12-25
BT00001775,934407.7,388-503751-7,W000001775,2019-03-23
BT00001776,475573.97,509-851623-0,W000001776,2020-01-24
BT00001777,870592.23,831-093396-5,W000001777,2021-09-12
BT00001778,664832.67,819-622634-7,W000001778,2020-01-21
BT00001779,938923.39,839-624147-0,W000001779,2022-01-16
BT00001780,931383.31,465-854129-7,W000001780,2020-05-02
BT00001781,449863.24,558-681183-9,W000001781,2021-09-28
BT00001782,963631.66,920-468053-2,W000001782,2019-08-13
BT00001783,54959.63,767-719779-2,W000001783,2019-08-06
BT00001784,711011.82,240-741086-9,W000001784,2021-03-31
BT00001785,384617.73,233-580053-2,W000001785,2019-10-14
BT00001786,525930.44,234-201520-4,W000001786,2019-11-16
BT00001787,977900.44,176-897886-8,W000001787,2020-10-23
BT00001788,91769.49,225-472827-7,W000001788,2021-04-25
BT00001789,133146.13,452-846586-8,W000001789,2020-02-09
BT00001790,591791.38,804-384265-7,W000001790,2019-12-26
BT00001791,864931.76,291-090717-4,W000001791,2021-04-02
BT00001792,310530.55,469-172245-0,W000001792,2021-07-15
BT00001793,644796.0,921-675921-8,W000001793,2020-08-07
BT00001794,261493.29,423-326314-1,W000001794,2022-01-25
BT00001795,607251.89,846-947318-1,W000001795,2019-02-06
BT00001796,861829.99,158-477973-1,W000001796,2019-06-11
BT00001797,920638.01,522-572759-6,W000001797,2021-03-25
BT00001798,234392.45,612-238414-3,W000001798,2019-04-28
BT00001799,787515.17,496-900127-8,W000001799,2021-09-19
BT00001800,777733.66,089-878670-7,W000001800,2021-05-23
BT00001801,501375.72,872-984182-1,W000001801,2021-09-21
BT00001802,328808.98,180-876270-1,W000001802,2019-10-09
BT00001803,347128.75,809-260179-3,W000001803,2019-06-21
BT00001804,973639.92,092-382210-3,W000001804,2019-05-03
BT00001805,461455.57,839-231082-7,W000001805,2021-11-12
BT00001806,480286.98,342-634109-1,W000001806,2019-09-04
BT00001807,996629.6,439-082263-3,W000001807,2020-03-10
BT00001808,991506.82,723-192504-3,W000001808,2020-07-13
BT00001809,596224.0,088-200735-1,W000001809,2021-06-23
BT00001810,196806.45,708-494212-8,W000001810,2021-04-20
BT00001811,247009.38,764-723190-7,W000001811,2020-01-10
BT00001812,3936.5,991-232573-4,W000001812,2021-10-14
BT00001813,351064.83,005-377205-1,W000001813,2019-09-24
BT00001814,482725.15,306-753914-6,W000001814,2021-12-27
BT00001815,46953.65,901-318544-1,W000001815,2021-03-14
BT00001816,586829.24,273-539071-9,W000001816,2021-01-10
BT00001817,850127.08,824-423855-8,W000001817,2021-03-17
BT00001818,106973.68,921-675921-8,W000001818,2019-09-05
BT00001819,363177.87,030-437190-9,W000001819,2020-05-22
BT00001820,160660.01,827-261187-2,W000001820,2021-02-13
BT00001821,202046.77,536-704300-3,W000001821,2020-06-16
BT00001822,274381.1,065-338493-1,W000001822,2019-07-17
BT00001823,843889.67,536-704300-3,W000001823,2020-10-26
BT00001824,333052.63,475-726396-9,W000001824,2021-08-02
BT00001825,797914.72,074-717179-4,W000001825,2019-04-28
BT00001826,902163.02,808-953330-0,W000001826,2021-01-30
BT00001827,758858.17,847-009314-3,W000001827,2020-11-14
BT00001828,846432.23,033-007866-4,W000001828,2019-06-23
BT00001829,758432.36,691-464728-5,W000001829,2021-05-10
BT00001830,778740.93,675-248465-4,W000001830,2019-12-11
BT00001831,811153.89,092-710026-9,W000001831,2020-11-29
BT00001832,693820.61,627-515524-5,W000001832,2021-07-11
BT00001833,415455.19,678-317432-1,W000001833,2021-04-26
BT00001834,49563.6,650-321796-7,W000001834,2019-11-09
BT00001835,552259.01,292-531098-3,W000001835,2022-03-03
BT00001836,780823.88,798-592352-9,W000001836,2019-04-28
BT00001837,65317.56,516-186336-1,W000001837,2019-04-09
BT00001838,758286.46,671-898467-7,W000001838,2019-11-05
BT00001839,285379.63,607-361786-9,W000001839,2021-03-26
BT00001840,311443.06,168-043743-8,W000001840,2019-03-01
BT00001841,375095.19,425-717353-2,W000001841,2021-03-02
BT00001842,152907.72,222-207774-6,W000001842,2019-09-17
BT00001843,126809.4,961-771144-4,W000001843,2019-01-20
BT00001844,433359.88,447-659740-4,W000001844,2019-01-19
BT00001845,955843.32,122-903342-2,W000001845,2021-09-25
BT00001846,202238.21,617-796775-8,W000001846,2021-05-01
BT00001847,860993.46,187-908025-0,W000001847,2020-04-10
BT00001848,898816.91,627-896369-6,W000001848,2022-03-06
BT00001849,496129.99,712-761843-6,W000001849,2019-05-09
BT00001850,675361.01,963-953207-4,W000001850,2020-11-29
BT00001851,106973.9,449-120958-6,W000001851,2020-10-23
BT00001852,902509.42,209-233215-4,W000001852,2020-05-07
BT00001853,202543.98,262-738816-6,W000001853,2021-02-11
BT00001854,981433.79,701-851450-1,W000001854,2019-11-06
BT00001855,307084.2,979-444972-9,W000001855,2020-05-17
BT00001856,154650.51,077-688107-5,W000001856,2020-01-06
BT00001857,915199.77,732-464927-9,W000001857,2022-02-09
BT00001858,820877.05,672-663860-9,W000001858,2021-08-02
